"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"134","RS Umum Premagana","Jl. Hyang Sangsi No.2 Komp.Perumahan Chandra Ayu Br. Tubuh,Batubulan,Sukawati - Gianyar",4,"12 jam",4,"12 jam",8,"12 jam","0361296389","51","5104",2021-07-12 18:51:16,"Non COVID-19"
"135","RS Umum Famili Husada","Jl. Astina Timur No. 8A Samplangan, Kecamatan Gianyar, Kabupaten Gianyar",9,NA,0,NA,0,NA,"03618493344","51","5104",2021-07-12 18:51:16,"Non COVID-19"
"136","RS Umum Kasih Ibu Saba","Jl. Raya Pantai Saba No. 9, Saba, Blahbatuh, Gianyar (80581)",6,"12 jam",5,"12 jam",12,"12 jam","03613003333","51","5104",2021-07-12 18:51:16,"Non COVID-19"
"137","RS Umum Payangan","Jl. Giri Kesuma BR. Melinggih Payangan Gianyar 80572",2,NA,6,NA,2,NA,"03619088087","51","5104",2021-07-12 18:51:16,"Non COVID-19"
"138","RS Umum Yapika","Jl. Abdul Kadir Dg. Suro No.140 Kel. Samata Kec. Somba Opu",14,NA,44,NA,30,NA,"hotline tidak tersedia","73","7306",2021-07-12 18:51:17,"Non COVID-19"
"139","RS Umum Daerah Ibnu Sina Kab. Gresik","Jl. Dr. Wahidin Sudirohusodo No. 243B Gresik",25,"10 jam",35,"10 jam",37,"10 jam","0313951239","35","3525",2021-07-12 18:51:17,"Non COVID-19"
"140","RS Semen Gresik","Jl. R A Kartini No. 280 Kel. Tlogopatut Kec. Gresik, Kab. Gresik",32,"8 jam",20,"8 jam",36,"8 jam","0313987840","35","3525",2021-07-12 18:51:17,"Non COVID-19"
"141","RS Petrokimia Gresik","Jl. Jend. A. Yani No. 69 Kel. Ngipik, Kec. Ngipik, Kab. Gresik",1,NA,0,NA,0,NA,"0313978658","35","3525",2021-07-12 18:51:17,"Non COVID-19"
"142","RS Muhammadiyah Gresik","Jl. KH. Kholil 88, Kel. Kemuteran, Kec. Gresik",0,NA,0,NA,0,NA,"0313981275","35","3525",2021-07-12 18:51:17,"Non COVID-19"
"143","RS Umum Wates Husada","Jl Raya Wates Utara Kec. Balongpanggang Kab. Gresik",4,"8 jam",3,"8 jam",1,NA,"0317922351","35","3525",2021-07-12 18:51:17,"Non COVID-19"
"144","RS Fathma Medika","JL. PENDOPO NO. 45, SEMBAYAT, MANYAR",0,"8 jam",5,"8 jam",9,"8 jam","0313943500","35","3525",2021-07-12 18:51:17,"Non COVID-19"
"145","RS Umum Panti Rahayu","Jl. R Suprapto No.6,Purwodadi",50,NA,29,NA,28,NA,"0292421087","33","3315",2021-07-12 18:51:17,"Non COVID-19"
"146","RS Umum Daerah Wonosari","Jl Taman Bakti No. 06 Wonosari",7,"35 menit",16,"35 menit",37,"35 menit","0274391007","34","3403",2021-07-12 18:51:17,"Non COVID-19"
"147","RS Umum PKU Muhammadiyah Wonosari","Jalan Lingkar Utara Kemorosari II, Piyaman Wonosari Gunungkidul DIY",2,"19 menit",NA,NA,11,"19 menit","hotline tidak tersedia","34","3403",2021-07-12 18:51:17,"Non COVID-19"
"148","RS Bethesda Wonosari","Jl. Wonosari Karangmojo Selang III Selang Wonosari Gunung Kidul",6,"11 jam",6,"11 jam",7,"11 jam","0274394549","34","3403",2021-07-12 18:51:17,"Non COVID-19"
"149","RS Umum Daerah Saptosari","Karang Jetis Saptosari Gunungkidul",NA,NA,4,"8 jam",7,"8 jam","02742910827","34","3403",2021-07-12 18:51:17,"Non COVID-19"
"150","RS Ibu dan Anak  Safira","Jl Sudirman No.79 Air Molek",9,NA,7,NA,6,NA,"0769442549","14","1402",2021-07-12 18:51:19,"Non COVID-19"
"151","RS Umum Bhayangkara Indramayu"," Jl. Raya Pantura Km.73-75 Losarang - Indramayu",1,NA,2,NA,5,NA,"083148705782","32","3212",2021-07-12 18:51:20,"Non COVID-19"
"152","RS Umum Pertamina Balongan Indramayu","Jl. Bumi Patra No. 1 Komplek Perum Pertamina Indramayu.",NA,NA,NA,NA,NA,NA,"08112288545","32","3212",2021-07-12 18:51:20,"Non COVID-19"
"153","RS Umum Daerah Mursid Ibnu Syafiuddin","Jl. Raya Krangkeng Km. 28 Kecamatan Krangkeng",NA,NA,NA,NA,11,NA,"081294060900","32","3212",2021-07-12 18:51:20,"Non COVID-19"
"154","RS Syahid Al Irsyad","Jl. Jendral Sudirman No. 240",NA,NA,0,"10 jam",NA,NA,"081313113797","32","3212",2021-07-12 18:51:20,"Non COVID-19"
"155","RS Mitra Plumbon Indramayu","Jl. By Pass Jalan Baru Desa Ujungaris Kec. Widasari Kab. Indramayu",7,"14 jam",18,"14 jam",26,"14 jam","02347142333","32","3212",2021-07-12 18:51:20,"Non COVID-19"
"156","RS Umum Daerah Dr. Soebandi","Jl. Dr. Soebandi No.124, Jember",7,NA,11,NA,59,NA,"0331487441","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"157","RS Perkebunan PTPN X (Persero) Jember","Jl. Bedadung No.2 ",5,NA,1,NA,8,NA,"08113510033","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"158","RS Tk. III Baladhika Husada Jember","Jl. PB Sudirman No. 45 Jember",14,"12 jam",6,"12 jam",9,"12 jam","0331484674","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"159","RS Paru Jember","Jl. Nusa Indah No. 28 Jember",5,"10 jam",3,"10 jam",18,"10 jam","0331411781","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"160","RS Utama Husada Jember","Jl. Manggar No.134 Tegalsari, Ambulu Jember",5,NA,9,NA,25,NA,"0336881186","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"161","RS Gigi dan Mulut Fakultas Kedokteran Gigi Jember","Jl. Kalimantan No. 37 Jember",4,NA,NA,NA,NA,NA,"0331325041","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"162","RS Daerah Kalisat Jember"," Jl. M.H.Thamrin No.31 Kalisat Jember",4,"12 jam",NA,NA,3,NA,"0331593997","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"163","RS Daerah Balung Jember","Jl. Rambipuji nomor 19, Balung Jember",13,"9 jam",20,NA,44,NA,"0336621595","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"164","RS Bina Sehat Jember","Jl. Jayanegara 7 Kaliwates Jember",37,"9 jam",31,"9 jam",51,"9 jam","0331422701","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"165","RS Umum Citra Husada Jember","jl. Teratai No. 22 Jember",5,NA,26,NA,NA,NA,"0331486200","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"166","RS Ibu dan Anak Srikandi IBI Jember","Jl. KH Agus Salim No. 20",6,NA,8,"10 jam",9,"10 jam","0331335290","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"167","RS Kaliwates Jember","Jl. Diah Pitaloka Nomor 4 Jember",0,NA,8,"10 jam",28,"10 jam","0331483505","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"168","RS Siloam Jember","Jl. Gajah Mada 104 Kelurahan Jember Kidul Kecamatan Kaliwates",NA,NA,12,"18 jam",NA,NA,"03312861900","35","3509",2021-07-12 18:51:20,"Non COVID-19"
"169","RS Umum Daerah Lanto Daeng Pasewang","     Jl.lingkar Kel.Empong Selatan No.8 ",16,"11 jam",10,"11 jam",24,"11 jam","hotline tidak tersedia","73","7304",2021-07-12 18:51:21,"Non COVID-19"
"170","RS Umum Daerah Kelet Provinsi Jawa Tengah","Jl. Raya Kelet KM 33 Jepara",6,"49 menit",23,"49 menit",77,"49 menit","0291597002","33","3320",2021-07-12 18:51:21,"Non COVID-19"
"171","RS Umum Islam Jombang","Jl. Brig. Kretarto 22 A Jombang",8,NA,4,NA,8,"9 jam","0321860074","35","3517",2021-07-12 18:51:21,"Non COVID-19"
"172","RS Umum Moedjito Dwidjosiswojo","Jl. Hayam Wuruk No. 9",4,NA,7,NA,5,NA,"0321864308","35","3517",2021-07-12 18:51:21,"Non COVID-19"
"173","RS Umum Daerah Dr. H. Soemarno Sosroaatmojo","Jl. Tambun Bungai  No. 16 Kuala Kapuas",10,"33 menit",15,"33 menit",39,"33 menit","051321653","62","6203",2021-07-12 18:51:21,"Non COVID-19"
"174","RS Umum Daerah dr. A. Diponegoro Putussibau","Jl. Kom Yos Sudarso No.42 Putussibau",3,NA,27,NA,43,NA,"hotline tidak tersedia","61","6108",2021-07-12 18:51:22,"Non COVID-19"
"175","RS Umum Daerah Semitau","Jl. Suhaid Semitau",NA,NA,NA,NA,36,NA,"hotline tidak tersedia","61","6108",2021-07-12 18:51:22,"Non COVID-19"
"176","RS Umum Daerah Karanganyar","Jl. Laksda Yos Sudarso Karanganyar",22,NA,35,"10 jam",28,NA,"0271 495673/495025 ext 118","33","3313",2021-07-12 18:51:22,"Non COVID-19"
"177","RS Umum Mojosongo 2","Jln. Nusa Indah , Randurejo, Ngringo, Jaten",4,NA,8,NA,7,NA,"0271822152 ","33","3313",2021-07-12 18:51:22,"Non COVID-19"
"178","RS Umum Daerah Karawang"," Jl. Galuh Mas Raya No.1, Sukaharja, Teluk Jambe, Karawang",9,NA,30,NA,30,NA,"0267640118","32","3215",2021-07-12 18:51:22,"Non COVID-19"
"179","RS Umum Bayukarta","Jl. Kertabumi No.44 Karawang",11,NA,11,NA,12,NA,"0267401817","32","3215",2021-07-12 18:51:22,"Non COVID-19"
"180","RS Umum Karya Husada","Jl. Jend. A.Yani No.98 Cikampek Karawang",2,NA,12,NA,7,"kurang dari 1 menit","081381817189","32","3215",2021-07-12 18:51:22,"Non COVID-19"
"181","RS Umum Saraswati","Jl. Jend. Ahmad Yani No.27, Cikampek, Kab. Karawang",8,NA,9,NA,22,NA,"081296078669","32","3215",2021-07-12 18:51:22,"Non COVID-19"
"182","RS Umum Citra Sari Husada","Jl. Raya Kosambi -Telaga Sari Km.3 Klari, Karawang ",0,NA,12,"1 menit",8,NA,"02678617972","32","3215",2021-07-12 18:51:22,"Non COVID-19"
"183","RS Umum Mitra Family","Jl. Raya Galuh Mas RT/RW 002/005, Desa Sukaharja, Kecamatan Teluk Jambe Timur",0,NA,4,NA,NA,NA,"02678458328","32","3215",2021-07-12 18:51:22,"Non COVID-19"
"184","RS Ibu dan Anak Sentul","Jl. A. Yani No 16 Sentul Cikampek Karawang",3,"9 jam",NA,NA,12,"9 jam","02648389060","32","3215",2021-07-12 18:51:22,"Non COVID-19"
"185","RS Hermina Karawang","Jl. Tuparev Sukasari Kel. Karawang Wetan Kec. Karawang Timur Karawang",4,NA,10,NA,19,NA,"02678412525","32","3215",2021-07-12 18:51:22,"Non COVID-19"
"186","RS Umum Efarina Etaham","Jl Djamin Ginting, Berastagi - Desa Raya, Kab. Karo",NA,NA,58,NA,51,"10 jam","081360183452","12","1211",2021-07-12 18:51:22,"Non COVID-19"
"187","RS Umum Daerah Sultan Muhammad Jamaludin I","Jl. Provinsi Sukadana, Teluk Batang, Dusun Senebing RT. 03/ RW.1 Desa Harapan Mulia Kecamatan Su",NA,NA,NA,NA,32,"17 jam","05343031475","61","6111",2021-07-12 18:51:23,"Non COVID-19"
"188","RS Umum Daerah dr. Soedirman Kabupaten Kebumen","Jl. Lingkar Selatan, Muktisari Kebumen",20,"11 jam",17,"11 jam",40,"11 jam","02873873318","33","3305",2021-07-12 18:51:23,"Non COVID-19"
"189","RS Umum Permata Medika Kebumen","JL. INDRAKILA NO.17",7,"50 menit",4,"50 menit",1,"50 menit","02873870779","33","3305",2021-07-12 18:51:23,"Non COVID-19"
"190","RS Umum Palang Biru Gombong","Jl. Yos Sudarso Timur Desa Kedungpuji Gombong",15,NA,10,NA,21,NA,"0287471290","33","3305",2021-07-12 18:51:23,"Non COVID-19"
"191","RS Umum Wijayakusuma","Jl. Gelatik No.1 Panjer, Kebumen",0,"11 jam",9,"11 jam",2,"11 jam","0287381954","33","3305",2021-07-12 18:51:23,"Non COVID-19"
"192","RS Umum Purbowangi","Jl. Yos Sudarso Barat No.1 Gombong",1,"15 jam",3,"15 jam",17,"15 jam","0287471080","33","3305",2021-07-12 18:51:23,"Non COVID-19"
"193","RS Umum PKU Muhammadiyah Sruweng","Jl. Raya Sruweng No.5 Sruweng Kebumen",9,"21 menit",14,"21 menit",28,"21 menit","02876601061","33","3305",2021-07-12 18:51:23,"Non COVID-19"
"194","RS Umum Purwogondo"," Jl. Puring Km.8, Kalipurwo Kuwarasan Kebumen ",NA,NA,1,"50 menit",3,"50 menit","0287472588","33","3305",2021-07-12 18:51:23,"Non COVID-19"
"195","RS Umum Muhammadiyah Kutowinangun ","Jl. Pemuda No 12 Kutowinangun",12,"2 jam",NA,NA,2,"2 jam","0287661137","33","3305",2021-07-12 18:51:23,"Non COVID-19"
"196","RS Umum Charlie Hospital","Dusun Balak RT 001 RW 006 Desa Ngabean Kec. Boja Kab. Kendal",13,"11 jam",12,"11 jam",25,"11 jam","02486005000","33","3324",2021-07-12 18:51:24,"Non COVID-19"
"197","RS Umum Daerah Kepahiang","Jl. Lintas Kepahiang-Bengkulu KM 03 Desa Tebat Monok Kepahiang",9,NA,16,NA,72,NA,"081368083882","17","1708",2021-07-12 18:51:24,"Non COVID-19"
"198","RS Umum Daerah  Kabupaten Kepulauan Meranti","Jl Dorak",18,NA,22,NA,39,NA,"085363965633","14","1410",2021-07-12 18:51:24,"Non COVID-19"
"199","RS Umum Daerah Sanana","Jl. Dr. Sibarani - Desa Falahu Kecamatan Sanana Kabupaten Kep. Sula",10,"12 jam",10,"11 jam",19,"12 jam","092921833","82","8203",2021-07-12 18:51:25,"Non COVID-19"
"200","RS Umum Daerah Mayjen H. A. Thalib","Jl. Basuki Rahmat Sungai Penuh Kabupaten Kerinci",11,"7 jam",16,"7 jam",27,"7 jam","074821118","15","1501",2021-07-12 18:51:25,"Non COVID-19"
"201","RS Fatima Ketapang","Jl. Jend. Sudirman No.27 Ketapang",23,NA,45,NA,66,"kurang dari 1 menit","085348995208","61","6106",2021-07-12 18:51:25,"Non COVID-19"
"202","RS Umum Pusat Dr. Soeradji Tirtonegoro","Jl. KRT. Suraji Tirtonegoro No.1, Klaten",25,NA,NA,NA,86,NA,"0272321020","33","3310",2021-07-12 18:51:26,"Non COVID-19"
"203","RS Jiwa Daerah Dr. RM. Soedjarwadi","Jalan Ki Pandanaran Km. 2, Klaten",10,NA,18,NA,50,NA,"0272321435","33","3310",2021-07-12 18:51:26,"Non COVID-19"
"204","RS Umum Islam Klaten","Jl. Raya Klaten Solo KM 4,Klaten",31,"12 jam",23,"12 jam",42,"12 jam","0272322252","33","3310",2021-07-12 18:51:26,"Non COVID-19"
"205","RS Umum Cakra Husada","Jl. Merbabu No. 7,Klaten",11,NA,9,NA,22,NA,"0272321123","33","3310",2021-07-12 18:51:26,"Non COVID-19"
"206","RS Khusus Bedah Diponegoro","Jl. Diponegoro No.21,Klaten",NA,NA,NA,NA,3,NA,"0272325127","33","3310",2021-07-12 18:51:26,"Non COVID-19"
"207","RS Umum PKU Muhammadiyah Delanggu","Jln Raya Delanggu Utara No 19 Delanggu Klaten",9,NA,17,NA,55,NA,"0272551051","33","3310",2021-07-12 18:51:26,"Non COVID-19"
"208","RS Umum Islam Cawas Klaten","Jl. Raya Tugu-Cawas Klaten ",3,NA,6,NA,24,"14 menit","02723359222","33","3310",2021-07-12 18:51:26,"Non COVID-19"
"209","RS Umum Daerah Bagas Waras","  Jalan Ir. Soekarno Km 2 Buntalan Klaten ",4,"10 jam",10,"10 jam",48,"10 jam","0272335966","33","3310",2021-07-12 18:51:26,"Non COVID-19"
"210","RS Umum Daerah Klungkung","Jl. Flamboyan No. 40 Semarapura",3,"6 jam",11,"6 jam",12,"6 jam","036621172","51","5105",2021-07-12 18:51:26,"Non COVID-19"
"211","RS Umum Grha Bhakti Medika","Jl. By Pass Prof. Dr. Ida Bagus Mantra Desa Negari Kec. Banjarangkan",31,NA,8,"16 jam",28,"16 jam","03665584001","51","5105",2021-07-12 18:51:26,"Non COVID-19"
"212","RS Umum Daerah Konawe Selatan"," Jl. Poros Andoolo No. 1",8,"10 jam",10,"10 jam",31,"10 jam","082344444830","74","7405",2021-07-12 18:51:27,"Non COVID-19"
"213","RS Tk. II Prof. dr. J. A. Latumeten","Jl. Dr. Tamaela No. 2 Ambon",11,"21 menit",0,"21 menit",33,"21 menit","hotline tidak tersedia","81","8171",2021-07-12 18:51:27,"Non COVID-19"
"214","RSKD Provinsi Maluku","Jl. Laksdya Leo Wattimena Ambon",3,NA,3,NA,51,"10 jam","hotline tidak tersedia","81","8171",2021-07-12 18:51:27,"Non COVID-19"
"215","RS Siloam Ambon","Jl. Sultan Hasanuddin RT. 005 RW. 005 Kel. Hative kecil Kec. Sirimau",7,"12 jam",NA,NA,NA,NA,"09113811900","81","8171",2021-07-12 18:51:27,"Non COVID-19"
"216","RS Tk. II Dr. R. Hardjanto","Jl. Tanjungpura VI Balikpapan",11,"9 jam",10,"9 jam",23,"9 jam","0542414333","64","6471",2021-07-12 18:51:28,"Non COVID-19"
"217","RS Umum Balikpapan Baru","Jl. MT.Haryono Komplek Perumahan Balikpapan Baru Blok A.3A No.7-9",7,"16 jam",8,"16 jam",NA,NA,"0542877330","64","6471",2021-07-12 18:51:28,"Non COVID-19"
"218","RS Umum Daerah Beriman","Jl. Mayjend Sutoyo Rt 01 No. 30 Gn Sari Ulu",1,"6 jam",9,"6 jam",25,"6 jam","0542792022","64","6471",2021-07-12 18:51:28,"Non COVID-19"
"219","RS Medika Utama Manggar","Jl. Mulawarman No. 24 RT. 07 Manggar Baru Balikpapan Timur",4,"10 jam",1,"10 jam",23,"10 jam","082155489993","64","6471",2021-07-12 18:51:28,"Non COVID-19"
"220","RS Tk. II Iskandar Muda Banda Aceh","Jl. T. Hamzah Bendahara No. 1 Banda Aceh",10,"10 jam",6,"10 jam",16,"10 jam","065124712","11","1171",2021-07-12 18:51:28,"Non COVID-19"
"221","RS Jiwa Aceh","Jl. Dr. T. Syarief Thayeb No.25 Banda Aceh",4,"9 jam",7,"9 jam",82,"9 jam","065132020","11","1171",2021-07-12 18:51:28,"Non COVID-19"
"222","RS Ibu dan Anak Propinsi NAD","Jl. Prof. A. Madjid Ibrahim I No. 3 Banda Aceh",3,"2 jam",10,"2 jam",44,"2 jam","081327550520","11","1171",2021-07-12 18:51:28,"Non COVID-19"
"223","RS Bhayangkara Banda Aceh","Jl. Cut Nyak Dhien No. 23, Lamteumen Barat Banda Aceh",98,NA,182,NA,304,NA,"065141470","11","1171",2021-07-12 18:51:28,"Non COVID-19"
"224","RS Umum Daerah Dr H Abdul Moeloek","Jl. Dr. Rivai 6,Penengahan B.Lampung",43,"2 menit",57,"2 menit",144,"1 menit","0721703312","18","1871",2021-07-12 18:51:28,"Non COVID-19"
"225","RS Jiwa Bandar Lampung","Jl. Raya Gd.Tataan KM 13 Bandar Lampung",23,"6 jam",41,"6 jam",56,"6 jam","081279521234","18","1871",2021-07-12 18:51:28,"Non COVID-19"
"226","RS Khusus Mata Permana Sari","Jl. HOS Cokroaminoto,B Lampung",1,"9 jam",2,NA,4,NA,"082179157522","18","1871",2021-07-12 18:51:28,"Non COVID-19"
"227","RS Umum Urip Sumoharjo","Jl. Urip Sumoharjo No.200,Bandar Lampung",28,NA,20,NA,32,NA,"082177963700","18","1871",2021-07-12 18:51:28,"Non COVID-19"
"228","RS Ibu dan Anak Restu Bunda","Jl. KH. Hasyim Ashari No.73, Teluk Betung",6,NA,7,NA,22,NA,"0895606099815","18","1871",2021-07-12 18:51:28,"Non COVID-19"
"229","RS Ibu dan Anak Santa Anna","Jl.Hasanuddin no.27 Telukbetung",4,"8 jam",3,"8 jam",7,"8 jam","081278947422","18","1871",2021-07-12 18:51:28,"Non COVID-19"
"230","RS Hermina Lampung","Jl. Tulang Bawang No. 21 Kel. Enggal Kec. Enggal",9,NA,14,NA,NA,NA,"0721242525","18","1871",2021-07-12 18:51:28,"Non COVID-19"
"231","RS Umum Pusat Dr. Hasan Sadikin","Jl. Pasteur No. 38 Bandung",46,"5 menit",48,"5 menit",178,"5 menit","0222551189","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"232","RS Umum Immanuel Bandung","Jl. Kopo 161 Bandung",5,NA,22,NA,33,NA,"081312620066","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"233","RS Umum Santo Yusup","Jl. Cikutra No. 7 Kota Bandung",12,NA,4,NA,3,NA,"0227202420","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"234","RS Umum Advent Bandung","Jl. Cihampelas No. 161 Bandung",10,NA,8,NA,13,NA,"081224513689","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"235","RS Umum Pindad","Jl. Gatot Soebroto No. 517 Kel. Sukapura Kec. Kiaracondong",3,NA,3,NA,16,NA,"0227322877","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"236","RS Umum Muhammadiyah","Jl. K.H. Ahmad Dahlan No.53 Bandung",15,NA,34,NA,NA,NA,"0227301062","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"237","RS Umum Bungsu","Jl. Veteran No. 6 Bandung",3,NA,8,NA,20,"11 jam","0224231695","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"238","RS Ibu dan Anak Limijati","Jl. LLRE. Martadinata No. 39 Kota Bandung",8,NA,13,NA,12,NA,"0224207770 ","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"239","RS Khusus Mata Cicendo","Jl. Cicendo No.4 Bandung",21,"21 menit",8,"21 menit",18,"21 menit","0224231280","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"240","RS Paru Dr. H. A. Rotinsulu","Jl. Bukit Jarian No. 40 Bandung",NA,NA,2,"3 menit",NA,NA,"022-203446 Ext. 225","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"241","RS Ibu dan Anak Kota Bandung","Jl. KH. Wahid Hasyim No. 311 Bandung",14,NA,38,NA,70,NA,"02286037777","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"242","RS Umum Daerah Kota Bandung","Jl. Rumah Sakit 22 Ujung Berung, Kota Bandung",0,"6 jam",12,"6 jam",5,"6 jam","0227800017","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"243","RS Umum Al-Islam Bandung","Jl. Soekarno. Hatta 644 Bandung",4,"11 jam",6,"11 jam",4,"11 jam","082213745569","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"244","RS Umum Santosa Hospital Bandung Central","Jl. Kebon Jati No.38,Bandung",31,NA,13,NA,43,NA,"087822773207","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"245","RS Ibu dan Anak Melinda ","Jl. Pajajaran No.46 Kel Pasirkaliki, Kec. Cicendo, Kota Bandung",0,NA,3,NA,5,NA,"0224222788","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"246","RS Ibu dan Anak Harapan Bunda Bandung","Jl. Pluto Raya Blok C Margahayu Raya, Buah Batu, Kota Bandung",7,"1 jam",6,"6 jam",3,"1 jam","0227506490","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"247","RS Ibu dan Anak Al Islam ","Jl. Awibitung No. 29-31 Kelurahan Cicadas Kecamatan Cibeunying Kidul ",0,"6 jam",0,"2 jam",3,"3 jam","0227208284","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"248","RS Edelweiss","Jl. Soekarno Hatta No. 550 Kel. Sekejati Kec. Buahbatu",6,NA,6,NA,3,NA,"02286023000","32","3273",2021-07-12 18:51:28,"Non COVID-19"
"249","RS Umum Daerah Banjar","  Jl. Rumah Sakit No. 5 Kota Banjar",NA,NA,NA,NA,105,NA,"0265744242","32","3279",2021-07-12 18:51:29,"Non COVID-19"
"250","RS Umum Mitra Idaman","Jl. Sudiro W No.57 Kota Banjar",10,NA,9,NA,12,NA,"hotline tidak tersedia","32","3279",2021-07-12 18:51:29,"Non COVID-19"
"251","RS Umum Daerah Ulin Banjarmasin","Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan",87,"9 jam",10,"6 jam",197,"6 jam","05113252180","63","6371",2021-07-12 18:51:29,"Non COVID-19"
"252","RS Islam Banjarmasin","Jl. Letjend S. Parman No. 88, Banjarmasin",8,NA,15,NA,5,NA,"05113354896","63","6371",2021-07-12 18:51:29,"Non COVID-19"
"253","RS Umum Daerah Dr. H. Moch. Ansari Saleh","Jl Brigjend H. Hasan Basry No.1, Banjarmasin",33,"14 jam",30,"14 jam",28,"14 jam","081348034332","63","6371",2021-07-12 18:51:29,"Non COVID-19"
"254","RS Ibu dan Anak Annisa","Jl Jafri Zamzam No 56 RT  33 Banjarmasin",7,NA,6,NA,16,NA,"05114364375","63","6371",2021-07-12 18:51:29,"Non COVID-19"
"255","RS Umum Daerah Sultan Suriansyah Banjarmasin","Jl. Rantauan Darat RT. 04 RW. 01 Kel. Kelayan Selatan, Kec. Banjarmasin Selatan",NA,NA,NA,NA,20,"10 jam","05116783707","63","6371",2021-07-12 18:51:29,"Non COVID-19"
"256","RS Umum Daerah Pangeran Jaya Sumitra","Jl. Brigjend. H. Hasan Basri No.57 Kotabaru",3,NA,14,NA,24,NA,"051821118","63","6302",2021-07-12 18:51:29,"Non COVID-19"
"257","RS Umum dr. Etty Asharto Batu","Jl. Sajid No 44 Pesanggrahan",3,"10 jam",8,"10 jam",26,"10 jam","085233106448","35","3579",2021-07-12 18:51:30,"Non COVID-19"
"258","RS Baptis Batu","Jln. Raya Panglima Sudirman No. 33 Desa Tlekung Kec. Junrejo Kota Batu",5,"7 jam",17,"7 jam",16,"7 jam","0341594161","35","3579",2021-07-12 18:51:30,"Non COVID-19"
"259","RS Umum Daerah dr. Chasbullah Abdulmadjid","Jl. Pramuka No. 55 Bekasi",2,NA,6,NA,17,NA,"02188951312","32","3275",2021-07-12 18:51:30,"Non COVID-19"
"260","RS Umum Bella","Jl. Ir. H .Juanda No. 141, Bekasi",6,NA,5,NA,4,NA,"0218801778","32","3275",2021-07-12 18:51:30,"Non COVID-19"
"261","RS Umum Daerah Dr. R. M. Djoelham Binjai","Jl Sultan Hasanuddin No. 9 Binjai",8,"10 jam",8,"10 jam",24,"10 jam","06180044777","12","1276",2021-07-12 18:51:30,"Non COVID-19"
"262","RS Umum Bidadari","Jl Perintis Kemerdekaan No. 174",32,NA,53,NA,34,NA,"085260987773","12","1276",2021-07-12 18:51:30,"Non COVID-19"
"263","RS Katolik Budi Rahayu","Jl. Jend. A. Yani 18 Kota Blitar",NA,NA,NA,NA,NA,NA,"0342801066","35","3572",2021-07-12 18:51:31,"Non COVID-19"
"264","RS Umum Aminah","Jl.Veteran No.39 Kelurahan Kepanjen Kidul Kota Blitar",8,NA,20,NA,21,"35 menit","0342816304","35","3572",2021-07-12 18:51:31,"Non COVID-19"
"265","RS Islam Aminah","Jl. Kenari No. 54 Blitar",8,NA,11,NA,34,NA,"0342801662","35","3572",2021-07-12 18:51:31,"Non COVID-19"
"266","RS Umum Ummi","Jl. Empang II No. 2 Bogor Selatan Kota Bogor",8,NA,12,NA,27,NA,"087827036712 ","32","3271",2021-07-12 18:51:31,"Non COVID-19"
"267","RS Ibu dan Anak Sawojajar","Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor",2,"10 jam",2,"10 jam",13,"10 jam","087778324371","32","3271",2021-07-12 18:51:31,"Non COVID-19"
"268","RS Umum Siloam Hospitals Bogor","Jl. Pajajaran No. 27 Bogor Tengah, Kota Bogor",25,"15 jam",NA,NA,20,"15 jam","02518303900","32","3271",2021-07-12 18:51:31,"Non COVID-19"
"269","RS Umum Daerah Kota Bogor"," Jl. Dr. Sumeru 120 Kota Bogor",35,"11 jam",16,"11 jam",61,"11 jam","02518312292","32","3271",2021-07-12 18:51:31,"Non COVID-19"
