"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"345","RS Umum Karya Husada","Jl. Jend. A.Yani No.98 Cikampek Karawang","Bed IGD Penuh!","tanpa antrian pasien.","4 jam","081381817189","32","3215",2021-08-23 00:09:34,"COVID-19"
"346","RS Ibu dan Anak Dr. Djoko Pramono","Jl. Panatayuda I No.35, Karawang","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","082310253369","32","3215",2021-08-23 00:09:34,"COVID-19"
"347","RS Umum Daerah Kabanjahe","Jl Kapten Selamat Ketaren No. 08 Kabanjahe","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","062820550","12","1211",2021-08-23 00:09:34,"COVID-19"
"348","RS Umum Amanda","Jl Jamin Ginting Simpang Korpri No. 1 Berastagi","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","082365327746","12","1211",2021-08-23 00:09:34,"COVID-19"
"349","RS Umum Daerah  Mas Amsyar Kasongan"," Jl. Rumah Sakit No.1,Kasongan","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","05364041041","62","6209",2021-08-23 00:09:34,"COVID-19"
"350","RS Umum Daerah Sultan Muhammad Jamaludin I","Jl. Provinsi Sukadana, Teluk Batang, Dusun Senebing RT. 03/ RW.1 Desa Harapan Mulia Kecamatan Su","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","5 jam","05343031475","61","6111",2021-08-23 00:09:35,"COVID-19"
"351","RS Umum Permata Medika Kebumen","JL. INDRAKILA NO.17","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","52 menit","02873870779","33","3305",2021-08-23 00:09:36,"COVID-19"
"352","RS Umum Muhammadiyah Kutowinangun ","Jl. Pemuda No 12 Kutowinangun","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","59 menit","0287661137","33","3305",2021-08-23 00:09:36,"COVID-19"
"353","RS Umum Purwogondo"," Jl. Puring Km.8, Kalipurwo Kuwarasan Kebumen ","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","1 jam","0287472588","33","3305",2021-08-23 00:09:36,"COVID-19"
"354","RS Umum Daerah dr. Soedirman Kabupaten Kebumen","Jl. Lingkar Selatan, Muktisari Kebumen","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","3 jam","02873873318","33","3305",2021-08-23 00:09:36,"COVID-19"
"355","RS Umum Palang Biru Gombong","Jl. Yos Sudarso Timur Desa Kedungpuji Gombong","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","3 jam","0287471290","33","3305",2021-08-23 00:09:36,"COVID-19"
"356","RS Umum PKU Muhammadiyah Petanahan Kebumen","Jl. Daendels, KM-1, Kec.Petanahan.","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","4 jam","02876655285","33","3305",2021-08-23 00:09:36,"COVID-19"
"357","RS Umum Purbowangi","Jl. Yos Sudarso Barat No.1 Gombong","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","4 jam","0287471080","33","3305",2021-08-23 00:09:36,"COVID-19"
"358","RS Umum Wijayakusuma","Jl. Gelatik No.1 Panjer, Kebumen","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","13 jam","0287381954","33","3305",2021-08-23 00:09:36,"COVID-19"
"359","RS Umum Daerah Prembun","Jl. Slamet Riyadi No. 53 Prembun Kebumen","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","14 jam","02876651900","33","3305",2021-08-23 00:09:36,"COVID-19"
"360","RS Umum PKU Muhamadiyah Gombong","Jl. Yos Sudarso 461 Gombong Kebumen","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","14 jam","082323555033","33","3305",2021-08-23 00:09:36,"COVID-19"
"361","RS Umum PKU Muhammadiyah Sruweng","Jl. Raya Sruweng No.5 Sruweng Kebumen","Bed IGD Penuh!","dengan antrian 2 pasien","39 menit","02876601061","33","3305",2021-08-23 00:09:36,"COVID-19"
"362","RS Toelongredjo","Jl. A Yani No. 25 Desa Tulungrejo, Kec. Pare, Kab. Kediri","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","1 jam","082230309494","35","3506",2021-08-23 00:09:36,"COVID-19"
"363","RS Umum Daerah Kabupaten Kediri","Jl. Pahlawan Kusuma Bangsa No. 1 Pare","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","9 jam","0354391718","35","3506",2021-08-23 00:09:36,"COVID-19"
"364","RS Umum Arga Husada","Ds. Branggahan Kec. Ngadiluwih","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","0354476376","35","3506",2021-08-23 00:09:36,"COVID-19"
"365","RS Umum Daerah Simpang Lima Gumul Kediri","Jl. Galuh Candra Kirana Desa Tugurejo Kecamatan Ngasem Kabupaten Kediri                          
","Bed IGD Penuh!","tanpa antrian pasien.","4 jam","03542891400","35","3506",2021-08-23 00:09:36,"COVID-19"
"366","RS Umum Amelia","Jl. Pahlawan No. 25A Pare Kediri","Bed IGD Penuh!","tanpa antrian pasien.","4 jam","0354394118","35","3506",2021-08-23 00:09:36,"COVID-19"
"367","RS Umum  Aura Syifa","Jl. Joyoboyo 42 Dsn. Dlopo Desa Karangrejo Kecamatan Ngasem","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0354682316","35","3506",2021-08-23 00:09:36,"COVID-19"
"368","RS Darurat Kediri Lagi","Jl. Yos Sudarso No. 84 Tulungrejo Kec. Pare","Bed IGD Penuh!","tanpa antrian pasien.","18 jam","hotline tidak tersedia","35","3506",2021-08-23 00:09:36,"COVID-19"
"369","RS Umum Muhammadiyah Siti Khodijah","JL. Dr. Soetomo 322 Sukorejo Kec. Gurah Kab. Kediri","Bed IGD Penuh!","dengan antrian 2 pasien","15 jam","0354545481","35","3506",2021-08-23 00:09:36,"COVID-19"
"370","RS Umum Islam Kendal","Jl. Ar.Rahmah No.17 Ds. Ngasinan, Weleri,Kendal","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","38 menit","0294641870","33","3324",2021-08-23 00:09:37,"COVID-19"
"371","RS Umum Muhammadiyah Darul Istiqomah","Jln. Sekopek No. 15 , Kaliwungu","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","44 menit","0294382148","33","3324",2021-08-23 00:09:37,"COVID-19"
"372","RS Umum Daerah  Dr. H. Soewondo Kendal","Jl. Laut No. 21, Kendal","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","4 jam","(0294) 381433","33","3324",2021-08-23 00:09:37,"COVID-19"
"373","RS Umum Charlie Hospital","Dusun Balak RT 001 RW 006 Desa Ngabean Kec. Boja Kab. Kendal","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","14 jam","02486005000","33","3324",2021-08-23 00:09:37,"COVID-19"
"374","RS Umum Baitul Hikmah","Jl. Soekarno Hatta KM 12 Kendal","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","02943690666","33","3324",2021-08-23 00:09:37,"COVID-19"
"375","RS Umum Daerah Kepahiang","Jl. Lintas Kepahiang-Bengkulu KM 03 Desa Tebat Monok Kepahiang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","18 jam","081368083882","17","1708",2021-08-23 00:09:37,"COVID-19"
"376","RS Umum Daerah Kep. Mentawai","Jl. Raya Tuapejat KM.9 - Sipora Utara","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","082386103868","13","1301",2021-08-23 00:09:38,"COVID-19"
"377","RS Umum Liun Kendage"," Jalan Tatehe Kelurahan Apengsembeka Kecamatan Tahuna","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","8 jam","043224410","71","7103",2021-08-23 00:09:39,"COVID-19"
"378","RS Umum Daerah Mayjen H. A. Thalib","Jl. Basuki Rahmat Sungai Penuh Kabupaten Kerinci","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","074821118","15","1501",2021-08-23 00:09:41,"COVID-19"
"379","RS Fatima Ketapang","Jl. Jend. Sudirman No.27 Ketapang","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","14 jam","085348995208","61","6106",2021-08-23 00:09:41,"COVID-19"
"380","RS Umum Daerah Dr. Agoesdjam Ketapang","Jl. Panjaitan No.51 Ketapang","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","15 jam","hotline tidak tersedia","61","6106",2021-08-23 00:09:41,"COVID-19"
"381","RS Umum Islam Cawas Klaten","Jl. Raya Tugu-Cawas Klaten ","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","37 menit","02723359222","33","3310",2021-08-23 00:09:41,"COVID-19"
"382","RS Ibu dan Anak Aisyiah","Jl. KH. Hasyim Ashari, Mojayan, Klaten","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","53 menit","0272320566","33","3310",2021-08-23 00:09:41,"COVID-19"
"383","RS Umum Daerah Bagas Waras","  Jalan Ir. Soekarno Km 2 Buntalan Klaten ","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","56 menit","0272335966","33","3310",2021-08-23 00:09:41,"COVID-19"
"384","RS Umum PKU Muhammadiyah Delanggu","Jln Raya Delanggu Utara No 19 Delanggu Klaten","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","1 jam","0272551051","33","3310",2021-08-23 00:09:41,"COVID-19"
"385","RS Umum Mitra Keluarga Husada Klaten","Jl.  Raya Pedan - Juwiring Km. 1 Kedungan, Pedan, Klaten","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","4 jam","0272898333","33","3310",2021-08-23 00:09:41,"COVID-19"
"386","RS Jiwa Daerah Dr. RM. Soedjarwadi","Jalan Ki Pandanaran Km. 2, Klaten","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","5 jam","0272321435","33","3310",2021-08-23 00:09:41,"COVID-19"
"387","RS Darurat PKU Muhammadiyah Prambanan","Jl. Raya Batas Kota Klaten Prambanan KM 46, Sanggrahan Prambanan 57454","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","5 jam","hotline tidak tersedia","33","3310",2021-08-23 00:09:41,"COVID-19"
"388","RS PKU Muhammadiyah Pedan","Jl. Pedan-Cawas KM. 01 Sobayan Pedan Klaten","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","0272897796 ","33","3310",2021-08-23 00:09:41,"COVID-19"
"389","RS Umum Cakra Husada","Jl. Merbabu No. 7,Klaten","Bed IGD Penuh!","tanpa antrian pasien.","39 menit","0272321123","33","3310",2021-08-23 00:09:41,"COVID-19"
"390","RS Umum Pusat Dr. Soeradji Tirtonegoro","Jl. KRT. Suraji Tirtonegoro No.1, Klaten","Bed IGD Penuh!","tanpa antrian pasien.","1 jam","0272321020","33","3310",2021-08-23 00:09:41,"COVID-19"
"391","RS Umum Islam Klaten","Jl. Raya Klaten Solo KM 4,Klaten","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","0272322252","33","3310",2021-08-23 00:09:41,"COVID-19"
"392","RS Umum PKU Muhammadiyah Jatinom Klaten","Jl.Raya Jatinom-Klaten KM 01, Gendaren, Jatinom, Klaten","Bed IGD Penuh!","dengan antrian 6 pasien","16 jam","0272337334","33","3310",2021-08-23 00:09:41,"COVID-19"
"393","RS Umum Bintang","Jl. Ngurah Rai No. 10","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","52 menit","036625241","51","5105",2021-08-23 00:09:42,"COVID-19"
"394","RS Umum Daerah Klungkung","Jl. Flamboyan No. 40 Semarapura","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","1 jam","036621172","51","5105",2021-08-23 00:09:42,"COVID-19"
"395","RS Umum Grha Bhakti Medika","Jl. By Pass Prof. Dr. Ida Bagus Mantra Desa Negari Kec. Banjarangkan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","7 jam","03665584001","51","5105",2021-08-23 00:09:42,"COVID-19"
"396","RS Umum Daerah Gema Santi Nusa Penida","Banjar Nyuh, Desa Ped, Kecamatan Nusa Penida","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","7 jam","03665581160","51","5105",2021-08-23 00:09:42,"COVID-19"
"397","RS Umum Permata Hati","Jl. Kecubung No. 22 Samarapura","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","10 jam","036624777","51","5105",2021-08-23 00:09:42,"COVID-19"
"398","RS Umum Daerah Konawe","Jl. Pangeran Diponegoro No.301, Konawe","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","3 jam","082245593648","74","7403",2021-08-23 00:09:43,"COVID-19"
"399","RS Umum Daerah Konawe Selatan"," Jl. Poros Andoolo No. 1","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","17 jam","082344444830","74","7405",2021-08-23 00:09:44,"COVID-19"
"400","RS Tk. II Prof. dr. J. A. Latumeten","Jl. Dr. Tamaela No. 2 Ambon","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","8 jam","hotline tidak tersedia","81","8171",2021-08-23 00:09:44,"COVID-19"
"401","RS  Pertamina Balikpapan","Jl. Jend Sudirman Balikpapan No.1","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","15 jam","0542422500","64","6471",2021-08-23 00:09:45,"COVID-19"
"402","RS Umum Daerah Beriman","Jl. Mayjend Sutoyo Rt 01 No. 30 Gn Sari Ulu","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","15 jam","0542792022","64","6471",2021-08-23 00:09:45,"COVID-19"
"403","RS  Restu Ibu","Jl. Jend A.Yani No. 12 Balikpapan Kalimantan Timur","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","16 jam","085100684677","64","6471",2021-08-23 00:09:45,"COVID-19"
"404","RS Bhayangkara Balikpapan","Jl. Jend Sudirman No. 14 Kel Prapatan","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","17 jam","0895704395335","64","6471",2021-08-23 00:09:45,"COVID-19"
"405","RS Ibu dan Anak Sayang Ibu","Jl. Wain No.33 Kebun Sayur Balikpapan","Bed IGD Penuh!","tanpa antrian pasien.","5 jam","05428506629 ","64","6471",2021-08-23 00:09:45,"COVID-19"
"406","RS Umum Balikpapan Baru","Jl. MT.Haryono Komplek Perumahan Balikpapan Baru Blok A.3A No.7-9","Bed IGD Penuh!","tanpa antrian pasien.","17 jam","0542877330","64","6471",2021-08-23 00:09:45,"COVID-19"
"407","RS Siloam Hospitals Balikpapan","JL. MT. Haryono Dalam No. 23","Bed IGD Penuh!","dengan antrian 4 pasien","17 jam","05428862999","64","6471",2021-08-23 00:09:45,"COVID-19"
"408","RS Umum Daerah  Dr. Zainoel Abidin","Jl. Tgk Daud Beureueh, NO. 108 B. Aceh","Bed IGD Penuh!","tanpa antrian pasien.","55 menit","065134571","11","1171",2021-08-23 00:09:45,"COVID-19"
"409","RS Tk. II Iskandar Muda Banda Aceh","Jl. T. Hamzah Bendahara No. 1 Banda Aceh","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","065124712","11","1171",2021-08-23 00:09:45,"COVID-19"
"410","RS Umum Daerah Dr H Abdul Moeloek","Jl. Dr. Rivai 6,Penengahan B.Lampung","Tersedia 18 bed kosong IGD","tanpa antrian pasien.","34 menit","0721703312","18","1871",2021-08-23 00:09:46,"COVID-19"
"411","RS Umum Pertamina-Bintang Amin Lampung","Jl. Pramuka No.27,Bandar Lampung","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","52 menit","083108511401","18","1871",2021-08-23 00:09:46,"COVID-19"
"412","RS Umum Imanuel Way Halim","Jl. Sukarno Hatta Way Halim,Bandar Lampung","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0721704900","18","1871",2021-08-23 00:09:46,"COVID-19"
"413","RS Paru Dr. H. A. Rotinsulu","Jl. Bukit Jarian No. 40 Bandung","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","32 menit","022-203446 Ext. 225","32","3273",2021-08-23 00:09:46,"COVID-19"
"414","RS Umum Pusat Dr. Hasan Sadikin","Jl. Pasteur No. 38 Bandung","Tersedia 46 bed kosong IGD","tanpa antrian pasien.","38 menit","0222551189","32","3273",2021-08-23 00:09:46,"COVID-19"
"415","RS Khusus Ginjal Ny. R. A. Habibie","Jl. Tubagus Ismail No. 46 Kota Bandung","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","55 menit","0222501985","32","3273",2021-08-23 00:09:46,"COVID-19"
"416","RS Umum Hermina Pasteur ","Jl. Dr. Djundjunan No.107 Kota Bandung","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","1 jam","0226072525","32","3273",2021-08-23 00:09:46,"COVID-19"
"417","RS Edelweiss","Jl. Soekarno Hatta No. 550 Kel. Sekejati Kec. Buahbatu","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","2 jam","02286023000","32","3273",2021-08-23 00:09:46,"COVID-19"
"418","RS Umum Immanuel Bandung","Jl. Kopo 161 Bandung","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","2 jam","081312620066","32","3273",2021-08-23 00:09:46,"COVID-19"
"419","RSU Bhayangkara Tk. II Sartika Asih","Jl. Moch. Toha No. 369 Bandung","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","3 jam","087889996747","32","3273",2021-08-23 00:09:46,"COVID-19"
"420","RS Umum Pindad","Jl. Gatot Soebroto No. 517 Kel. Sukapura Kec. Kiaracondong","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","3 jam","0227322877","32","3273",2021-08-23 00:09:46,"COVID-19"
"421","RS Umum Bungsu","Jl. Veteran No. 6 Bandung","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","4 jam","0224231695","32","3273",2021-08-23 00:09:46,"COVID-19"
"422","RS Ibu dan Anak Kota Bandung","Jl. KH. Wahid Hasyim No. 311 Bandung","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","7 jam","02286037777","32","3273",2021-08-23 00:09:46,"COVID-19"
"423","RS Umum Santo Yusup","Jl. Cikutra No. 7 Kota Bandung","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","15 jam","0227202420","32","3273",2021-08-23 00:09:46,"COVID-19"
"424","RS Umum Al-Islam Bandung","Jl. Soekarno. Hatta 644 Bandung","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","15 jam","082213745569","32","3273",2021-08-23 00:09:46,"COVID-19"
"425","RS Ibu dan Anak Limijati","Jl. LLRE. Martadinata No. 39 Kota Bandung","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","15 jam","0224207770 ","32","3273",2021-08-23 00:09:46,"COVID-19"
"426","RS Umum Santosa Hospital Bandung Central","Jl. Kebon Jati No.38,Bandung","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","16 jam","087822773207","32","3273",2021-08-23 00:09:46,"COVID-19"
"427","RS Umum Daerah Kota Bandung","Jl. Rumah Sakit 22 Ujung Berung, Kota Bandung","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","18 jam","0227800017","32","3273",2021-08-23 00:09:46,"COVID-19"
"428","RS Khusus Mata Cicendo","Jl. Cicendo No.4 Bandung","Bed IGD Penuh!","tanpa antrian pasien.","18 jam","0224231280","32","3273",2021-08-23 00:09:46,"COVID-19"
"429","RSAU dr. M. Salamun","Jl. Ciumbuleuit 203 Bandung","Bed IGD Penuh!","dengan antrian 2 pasien","6 jam","022 2032090","32","3273",2021-08-23 00:09:46,"COVID-19"
"430","RS Umum Santo Borromeus","Jl. Ir. H. Juanda  No.100 Kota Bandung","Bed IGD Penuh!","dengan antrian 4 pasien","7 jam","0222552000","32","3273",2021-08-23 00:09:46,"COVID-19"
"431","RS Umum Hermina Arcamanik","Jl. A.H. Nasution No. 50 Antapani Kota Bandung","Bed IGD Penuh!","dengan antrian 2 pasien","9 jam","02287242525","32","3273",2021-08-23 00:09:46,"COVID-19"
"432","RS Umum Daerah Banjar","  Jl. Rumah Sakit No. 5 Kota Banjar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","16 jam","0265744242","32","3279",2021-08-23 00:09:46,"COVID-19"
"433","RS Umum Syifa Medika","Jl. R. O. Ulin No. 93","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","14 jam","082153424447","63","6372",2021-08-23 00:09:47,"COVID-19"
"434","RS TNI-AU Tk. IV Syamsudin Noor","Jl. Hercules No. 17 Banjarbaru","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","085245002003","63","6372",2021-08-23 00:09:47,"COVID-19"
"435","RS Umum Daerah Dr. H. Moch. Ansari Saleh","Jl Brigjend H. Hasan Basry No.1, Banjarmasin","Tersedia 16 bed kosong IGD","tanpa antrian pasien.","7 jam","081348034332","63","6371",2021-08-23 00:09:47,"COVID-19"
"436","RS Umum Sari Mulia","Jl. Pangeran Antasari No 139 Banjarmasin","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","14 jam","05113261491","63","6371",2021-08-23 00:09:47,"COVID-19"
"437","RS Tk. III Dr. R. Soeharsono","Jl. Mayjen Soetoyo S 408  Banjarmasin","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","05114368422","63","6371",2021-08-23 00:09:47,"COVID-19"
"438","RS Umum Suaka Insan","Jl. H. Zafri Zamzam 60 Banjarmasin","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","15 jam","05113353335","63","6371",2021-08-23 00:09:47,"COVID-19"
"439","RS Bhayangkara Tk. III Banjarmasin","Jl. A. Yani Km.3,5 Banjarmasin","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","16 jam","05113256528","63","6371",2021-08-23 00:09:47,"COVID-19"
"440","RS Umum Daerah Ulin Banjarmasin","Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","17 jam","05113252180","63","6371",2021-08-23 00:09:47,"COVID-19"
"441","RS Islam Banjarmasin","Jl. Letjend S. Parman No. 88, Banjarmasin","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","05113354896","63","6371",2021-08-23 00:09:47,"COVID-19"
"442","RS Siloam Banjarmasin","Jl. Ahmad Yani Km. 2 RT. 014 RW. 02, Sungai Baru Banjarmasin Tengah","Bed IGD Penuh!","tanpa antrian pasien.","17 jam","hotline tidak tersedia","63","6371",2021-08-23 00:09:47,"COVID-19"
"443","RS Umum Daerah Pangeran Jaya Sumitra","Jl. Brigjend. H. Hasan Basri No.57 Kotabaru","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","15 jam","051821118","63","6302",2021-08-23 00:09:47,"COVID-19"
"444","RS Umum dr. Etty Asharto Batu","Jl. Sajid No 44 Pesanggrahan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","4 jam","(0341) 591054 Ext. 102","35","3579",2021-08-23 00:09:48,"COVID-19"
"445","RS Bhayangkara Hasta Brata Batu "," Jl Kartini No 1 Kel. Ngaglik Kec. Batu, Kota Batu","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","10 jam","0341591067","35","3579",2021-08-23 00:09:48,"COVID-19"
"446","RS Baptis Batu","Jln. Raya Panglima Sudirman No. 33 Desa Tlekung Kec. Junrejo Kota Batu","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","16 jam","0341594161","35","3579",2021-08-23 00:09:48,"COVID-19"
"447","RS Umum Karsa Husada Kota Batu "," Jl. A.Yani No.10-13 Kota Batu ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","16 jam","0341591036","35","3579",2021-08-23 00:09:48,"COVID-19"
"448","RS Umum Daerah Kota Bau Bau","Jl. Drs. H. La Ode Manarfa","Bed IGD Penuh!","dengan antrian 10 pasien","9 jam","08114030600","74","7472",2021-08-23 00:09:48,"COVID-19"
"449","RS Umum Graha Juanda","Jl. IR. H. Juanda No. 326, Bekasi Timur","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","48 menit","081519794384","32","3275",2021-08-23 00:09:49,"COVID-19"
"450","RS Umum Citra Harapan","Jl.Raya Harapan Indah Kawasan Sentra Niaga No. 3-5 Harapan Indah Pejuang, Medan Satria Kota Bekasi ","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","49 menit","02188870606","32","3275",2021-08-23 00:09:49,"COVID-19"
"451","RS Primaya","Jl. HM. Joyomartono RT 003 RW 021 Kelurahan Margahayu Kecamatan Bekasi Timur Kota Bekasi.","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","50 menit","081285008503","32","3275",2021-08-23 00:09:49,"COVID-19"
"452","RS Umum Mitra Keluarga Cibubur","Jl. Alternatif  Transyogi, Cibubur","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","1 jam","02184311771","32","3275",2021-08-23 00:09:49,"COVID-19"
"453","RS Umum Daerah dr. Chasbullah Abdulmadjid","Jl. Pramuka No. 55 Bekasi","Tersedia 34 bed kosong IGD","tanpa antrian pasien.","1 jam","02188951312","32","3275",2021-08-23 00:09:49,"COVID-19"
"454","RS Umum Masmitra"," Jl. Kelurahan Jati Makmur No.40, Pondok Gede Kota Bekasi","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","1 jam","02184971766","32","3275",2021-08-23 00:09:49,"COVID-19"
"455","RS Umum Jati Sampurna","Jl. Rawa Dolar RT. 003 RW. 007 Kel. Jatiraden Kec. Jatisampurna","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","1 jam","0218451457","32","3275",2021-08-23 00:09:49,"COVID-19"
"456","RS Primaya","Jl. KH. Noer Alie Kav. 17-18 (Kalimalang), Bekasi 17144","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","3 jam","0218868888","32","3275",2021-08-23 00:09:49,"COVID-19"
"457","RS Umum Bella","Jl. Ir. H .Juanda No. 141, Bekasi","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","4 jam","0218801778","32","3275",2021-08-23 00:09:49,"COVID-19"
"458","RS Umum Satria Medika","Jl. Raya Bantar Gebang Setu No 119 Kel Padurenan Kec Mustika Jaya","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","021222105678","32","3275",2021-08-23 00:09:49,"COVID-19"
"459","RS Umum Rawa Lumbu","Jl. Dasa Darma 20-23 Bekasi","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","15 jam","02182422511","32","3275",2021-08-23 00:09:49,"COVID-19"
"460","RS Umum Permata Cibubur","Jl. Alternatif Cibubur - Cileungsi No. 6A, Kec. Jati Sampurna, Bekasi","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","15 jam","08111115072 ","32","3275",2021-08-23 00:09:49,"COVID-19"
"461","RS Umum Hermina Bekasi","Jl. Kemakmuran No.39 Margajaya Bekasi","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","15 jam","0218842121","32","3275",2021-08-23 00:09:49,"COVID-19"
"462","RS Umum Mitra Keluarga Bekasi Timur","JL. Pengasinan, Rawa Semut, Margahayu Bekasi Timur ","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","15 jam","02188342007","32","3275",2021-08-23 00:09:49,"COVID-19"
"463","RS Umum Kartika Husada","Jl. Swatantra no. 72 Jatiasih Bekasi","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","16 jam","081291405535","32","3275",2021-08-23 00:09:49,"COVID-19"
"464","RS Umum Karya Medika Bantar Gebang","Jl. Raya Narogong km. 11 Pangkalan 1A, Bantar Gebang Bekasi","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","17 jam","0218254629","32","3275",2021-08-23 00:09:49,"COVID-19"
"465","RS Umum Mitra Keluarga Bekasi Barat","Jl. Jend. Ahmad Yani - Kayuringin Jaya, Bekasi","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","18 jam","082110380048","32","3275",2021-08-23 00:09:49,"COVID-19"
"466","RS Primaya Bekasi Utara","Villa Indah Permai Golden City Blok G No. 1 Teluk Pucung Bekasi Utara","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","18 jam","02188892000","32","3275",2021-08-23 00:09:49,"COVID-19"
