"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"132","RS Umum Wates Husada","Jl Raya Wates Utara Kec. Balongpanggang Kab. Gresik",2,"45 jam",3,"45 jam",1,NA,"0317922351","35","3525",2021-07-25 22:17:12,"Non COVID-19"
"133","RS Umum PKU Muhammadiyah Sekapuk","Jln. Raya Deandles No. 21 Sekapuk Ujung Pangkah Gresik",4,NA,7,NA,10,NA,"0313940876","35","3525",2021-07-25 22:17:12,"Non COVID-19"
"134","RS Umum Panti Rahayu","Jl. R Suprapto No.6,Purwodadi",52,NA,26,NA,30,NA,"0292421087","33","3315",2021-07-25 22:17:12,"Non COVID-19"
"135","RS Umum Daerah Wonosari","Jl Taman Bakti No. 06 Wonosari",6,"2 menit",18,"2 menit",38,"2 menit","0274391007","34","3403",2021-07-25 22:17:12,"Non COVID-19"
"136","RS Umum Nur Rohmah","Jl Wonosari - Yogya Km. 7, Bandung, Playen, Gunungkidul",9,"37 jam",9,"37 jam",18,"37 jam","0274394574","34","3403",2021-07-25 22:17:12,"Non COVID-19"
"137","RS Umum PKU Muhammadiyah Wonosari","Jalan Lingkar Utara Kemorosari II, Piyaman Wonosari Gunungkidul DIY",1,"41 menit",6,NA,6,"41 menit","hotline tidak tersedia","34","3403",2021-07-25 22:17:12,"Non COVID-19"
"138","RS Bethesda Wonosari","Jl. Wonosari Karangmojo Selang III Selang Wonosari Gunung Kidul",4,"39 jam",5,"39 jam",7,"39 jam","0274394549","34","3403",2021-07-25 22:17:12,"Non COVID-19"
"139","RS Umum Daerah Saptosari","Karang Jetis Saptosari Gunungkidul",NA,NA,10,"1 menit",6,"1 menit","02742910827","34","3403",2021-07-25 22:17:12,"Non COVID-19"
"140","RS Umum Daerah  H Damanhuri Barabai","        Jl. Murakata No. 4 Barabai",27,NA,11,NA,69,NA,"085249808800","63","6307",2021-07-25 22:17:14,"Non COVID-19"
"141","RS Umum  Kasih Ibu Rengat","Jl Azki Aris Kampung Dagang Rengat",6,"33 jam",8,"33 jam",18,"33 jam","076923213","14","1402",2021-07-25 22:17:15,"Non COVID-19"
"142","RS Umum MM Indramayu","Jl. Let.Jend Soeprapto No. 292 Indramayu",8,"24 jam",8,"24 jam",11,"24 jam","0234277634","32","3212",2021-07-25 22:17:15,"Non COVID-19"
"143","RS Umum Pertamina Balongan Indramayu","Jl. Bumi Patra No. 1 Komplek Perum Pertamina Indramayu.",NA,NA,NA,NA,NA,NA,"08112288545","32","3212",2021-07-25 22:17:15,"Non COVID-19"
"144","RS Umum Daerah Mursid Ibnu Syafiuddin","Jl. Raya Krangkeng Km. 28 Kecamatan Krangkeng",NA,NA,NA,NA,13,NA,"081294060900","32","3212",2021-07-25 22:17:15,"Non COVID-19"
"145","RS Syahid Al Irsyad","Jl. Jendral Sudirman No. 240",NA,NA,4,"15 jam",NA,NA,"081313113797","32","3212",2021-07-25 22:17:15,"Non COVID-19"
"146","RS Mitra Plumbon Indramayu","Jl. By Pass Jalan Baru Desa Ujungaris Kec. Widasari Kab. Indramayu",5,"15 jam",23,"15 jam",37,"15 jam","02347142333","32","3212",2021-07-25 22:17:15,"Non COVID-19"
"147","RS Umum Daerah Dr. Soebandi","Jl. Dr. Soebandi No.124, Jember",10,NA,18,NA,80,NA,"0331487441","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"148","RS Perkebunan PTPN X (Persero) Jember","Jl. Bedadung No.2 ",5,NA,2,NA,8,NA,"08113510033","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"149","RS Tk. III Baladhika Husada Jember","Jl. PB Sudirman No. 45 Jember",13,"15 jam",9,"14 jam",15,"14 jam","0331484674","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"150","RS Paru Jember","Jl. Nusa Indah No. 28 Jember",7,"14 jam",9,"14 jam",13,"42 jam","0331411781","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"151","RS Utama Husada Jember","Jl. Manggar No.134 Tegalsari, Ambulu Jember",4,NA,9,NA,19,NA,"0336881186","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"152","RS Gigi dan Mulut Fakultas Kedokteran Gigi Jember","Jl. Kalimantan No. 37 Jember",4,NA,NA,NA,NA,NA,"0331325041","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"153","RS Daerah Kalisat Jember"," Jl. M.H.Thamrin No.31 Kalisat Jember",NA,NA,4,NA,20,NA,"0331593997","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"154","RS Daerah Balung Jember","Jl. Rambipuji nomor 19, Balung Jember",9,"13 jam",22,"13 jam",32,"13 jam","0336621595","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"155","RS Bina Sehat Jember","Jl. Jayanegara 7 Kaliwates Jember",29,"17 menit",24,"17 menit",24,"17 menit","0331422701","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"156","RS Umum Citra Husada Jember","jl. Teratai No. 22 Jember",9,NA,26,NA,18,NA,"0331486200","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"157","RS Ibu dan Anak Srikandi IBI Jember","Jl. KH Agus Salim No. 20",4,NA,11,"12 jam",7,"12 jam","0331335290","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"158","RS Kaliwates Jember","Jl. Diah Pitaloka Nomor 4 Jember",0,NA,19,"14 jam",27,"14 jam","0331483505","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"159","RS Siloam Jember","Jl. Gajah Mada 104 Kelurahan Jember Kidul Kecamatan Kaliwates",16,"10 jam",15,"10 jam",24,"10 jam","03312861900","35","3509",2021-07-25 22:17:16,"Non COVID-19"
"160","RS Umum Daerah Lanto Daeng Pasewang","     Jl.lingkar Kel.Empong Selatan No.8 ",21,"36 jam",8,"36 jam",27,"36 jam","hotline tidak tersedia","73","7304",2021-07-25 22:17:16,"Non COVID-19"
"161","RS Umum Daerah Kelet Provinsi Jawa Tengah","Jl. Raya Kelet KM 33 Jepara",8,"1 jam",23,"1 jam",68,"1 jam","0291597002","33","3320",2021-07-25 22:17:16,"Non COVID-19"
"162","RS Umum Islam Jombang","Jl. Brig. Kretarto 22 A Jombang",10,NA,4,NA,6,NA,"0321860074","35","3517",2021-07-25 22:17:17,"Non COVID-19"
"163","RS Umum Nadhlatul Ulama Jombang","Jl Hasyim Ashari No 211 Jombang",6,NA,5,NA,6,NA,"0321878700","35","3517",2021-07-25 22:17:17,"Non COVID-19"
"164","RS Umum Daerah Dr. H. Soemarno Sosroaatmojo","Jl. Tambun Bungai  No. 16 Kuala Kapuas",7,"34 menit",19,"34 menit",26,"34 menit","051321653","62","6203",2021-07-25 22:17:17,"Non COVID-19"
"165","RS Umum Daerah dr. A. Diponegoro Putussibau","Jl. Kom Yos Sudarso No.42 Putussibau",NA,NA,43,NA,12,NA,"hotline tidak tersedia","61","6108",2021-07-25 22:17:17,"Non COVID-19"
"166","RS Umum Daerah Karanganyar","Jl. Laksda Yos Sudarso Karanganyar",24,NA,32,"38 jam",31,NA,"0271 495673/495025 ext 118","33","3313",2021-07-25 22:17:18,"Non COVID-19"
"167","RS Umum Mojosongo 2","Jln. Nusa Indah , Randurejo, Ngringo, Jaten",4,NA,6,NA,8,NA,"0271822152 ","33","3313",2021-07-25 22:17:18,"Non COVID-19"
"168","RS Umum Daerah Karawang"," Jl. Galuh Mas Raya No.1, Sukaharja, Teluk Jambe, Karawang",3,NA,13,NA,25,NA,"0267640118","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"169","RS Umum Bayukarta","Jl. Kertabumi No.44 Karawang",16,NA,9,NA,13,NA,"0267401817","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"170","RS Umum Karya Husada","Jl. Jend. A.Yani No.98 Cikampek Karawang",4,NA,10,NA,11,"kurang dari 1 menit","081381817189","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"171","RS Umum Saraswati","Jl. Jend. Ahmad Yani No.27, Cikampek, Kab. Karawang",7,NA,8,NA,17,NA,"081296078669","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"172","RS Umum Delima Asih Sisma Medika","Jl. Wirasaba No.54, Johar - Karawang",5,"15 jam",9,"15 jam",13,"15 jam","0267403073","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"173","RS Umum Citra Sari Husada","Jl. Raya Kosambi -Telaga Sari Km.3 Klari, Karawang ",1,NA,19,"3 menit",8,NA,"02678617972","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"174","RS Ibu dan Anak Sentul","Jl. A. Yani No 16 Sentul Cikampek Karawang",5,"36 jam",6,"36 jam",12,"36 jam","02648389060","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"175","RS Hermina Karawang","Jl. Tuparev Sukasari Kel. Karawang Wetan Kec. Karawang Timur Karawang",7,NA,9,NA,20,NA,"02678412525","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"176","RS Primaya Karawang","Jl. Arteri Galuh Mas Kav. Komersial Galuh Mas Blok 10, Desa Puseurjaya Kec. Telukjambe Timur",0,NA,1,NA,0,NA,"02678417777","32","3215",2021-07-25 22:17:18,"Non COVID-19"
"177","RS Umum Efarina Etaham","Jl Djamin Ginting, Berastagi - Desa Raya, Kab. Karo",30,NA,52,NA,40,"37 jam","081360183452","12","1211",2021-07-25 22:17:18,"Non COVID-19"
"178","RS Umum Daerah Sultan Muhammad Jamaludin I","Jl. Provinsi Sukadana, Teluk Batang, Dusun Senebing RT. 03/ RW.1 Desa Harapan Mulia Kecamatan Su",NA,NA,NA,NA,8,"39 jam","05343031475","61","6111",2021-07-25 22:17:19,"Non COVID-19"
"179","RS Umum Daerah dr. Soedirman Kabupaten Kebumen","Jl. Lingkar Selatan, Muktisari Kebumen",17,"38 jam",18,"38 jam",38,"38 jam","02873873318","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"180","RS Umum Permata Medika Kebumen","JL. INDRAKILA NO.17",7,"16 menit",4,"16 menit",0,"16 menit","02873870779","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"181","RS Umum Palang Biru Gombong","Jl. Yos Sudarso Timur Desa Kedungpuji Gombong",17,NA,11,NA,21,NA,"0287471290","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"182","RS Umum Wijayakusuma","Jl. Gelatik No.1 Panjer, Kebumen",1,"14 jam",8,"14 jam",5,"14 jam","0287381954","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"183","RS Umum Purbowangi","Jl. Yos Sudarso Barat No.1 Gombong",1,"14 jam",2,"14 jam",14,"14 jam","0287471080","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"184","RS Umum PKU Muhammadiyah Sruweng","Jl. Raya Sruweng No.5 Sruweng Kebumen",11,"17 menit",15,"17 menit",31,"17 menit","02876601061","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"185","RS Umum Purwogondo"," Jl. Puring Km.8, Kalipurwo Kuwarasan Kebumen ",NA,NA,1,"16 menit",1,"16 menit","0287472588","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"186","RS Umum PKU Muhammadiyah Petanahan Kebumen","Jl. Daendels, KM-1, Kec.Petanahan.",2,"15 menit",3,"15 menit",5,"15 menit","02876655285","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"187","RS Umum Muhammadiyah Kutowinangun ","Jl. Pemuda No 12 Kutowinangun",12,"1 jam",NA,NA,2,"1 jam","0287661137","33","3305",2021-07-25 22:17:19,"Non COVID-19"
"188","RS Umum Charlie Hospital","Dusun Balak RT 001 RW 006 Desa Ngabean Kec. Boja Kab. Kendal",11,"15 jam",9,"15 jam",20,"15 jam","02486005000","33","3324",2021-07-25 22:17:20,"Non COVID-19"
"189","RS Umum Daerah Kepahiang","Jl. Lintas Kepahiang-Bengkulu KM 03 Desa Tebat Monok Kepahiang",7,NA,17,NA,75,NA,"081368083882","17","1708",2021-07-25 22:17:20,"Non COVID-19"
"190","RS Umum Daerah  Kabupaten Kepulauan Meranti","Jl Dorak",18,NA,22,NA,33,NA,"085363965633","14","1410",2021-07-25 22:17:20,"Non COVID-19"
"191","RS Umum Liun Kendage"," Jalan Tatehe Kelurahan Apengsembeka Kecamatan Tahuna",12,NA,39,NA,37,NA,"043224410","71","7103",2021-07-25 22:17:20,"Non COVID-19"
"192","RS Umum Daerah Sanana","Jl. Dr. Sibarani - Desa Falahu Kecamatan Sanana Kabupaten Kep. Sula",6,"40 jam",5,"40 jam",19,"40 jam","092921833","82","8203",2021-07-25 22:17:21,"Non COVID-19"
"193","RS Fatima Ketapang","Jl. Jend. Sudirman No.27 Ketapang",26,NA,44,NA,67,"kurang dari 1 menit","085348995208","61","6106",2021-07-25 22:17:24,"Non COVID-19"
"194","RS Umum Pusat Dr. Soeradji Tirtonegoro","Jl. KRT. Suraji Tirtonegoro No.1, Klaten",NA,NA,34,NA,NA,NA,"0272321020","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"195","RS Jiwa Daerah Dr. RM. Soedjarwadi","Jalan Ki Pandanaran Km. 2, Klaten",10,NA,9,NA,46,NA,"0272321435","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"196","RS Umum Islam Klaten","Jl. Raya Klaten Solo KM 4,Klaten",12,"45 jam",20,"45 jam",25,"45 jam","0272322252","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"197","RS Umum Cakra Husada","Jl. Merbabu No. 7,Klaten",17,NA,14,NA,23,NA,"0272321123","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"198","RS Khusus Bedah Diponegoro","Jl. Diponegoro No.21,Klaten",12,NA,9,NA,26,NA,"0272325127","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"199","RS Umum PKU Muhammadiyah Delanggu","Jln Raya Delanggu Utara No 19 Delanggu Klaten",6,NA,10,NA,42,NA,"0272551051","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"200","RS Umum Islam Cawas Klaten","Jl. Raya Tugu-Cawas Klaten ",8,"6 menit",3,"6 menit",7,"6 menit","02723359222","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"201","RS Umum Mitra Keluarga Husada Klaten","Jl.  Raya Pedan - Juwiring Km. 1 Kedungan, Pedan, Klaten",2,"15 jam",1,"14 jam",18,"15 jam","0272898333","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"202","RS Umum Daerah Bagas Waras","  Jalan Ir. Soekarno Km 2 Buntalan Klaten ",6,"16 jam",4,"16 jam",16,"16 jam","0272335966","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"203","RS PKU Muhammadiyah Pedan","Jl. Pedan-Cawas KM. 01 Sobayan Pedan Klaten",6,"13 jam",12,"13 jam",20,"13 jam","0272897796 ","33","3310",2021-07-25 22:17:25,"Non COVID-19"
"204","RS Umum Daerah Klungkung","Jl. Flamboyan No. 40 Semarapura",5,"15 jam",14,"26 jam",33,"15 jam","036621172","51","5105",2021-07-25 22:17:25,"Non COVID-19"
"205","RS Umum Daerah Konawe","Jl. Pangeran Diponegoro No.301, Konawe",8,"38 jam",28,"38 jam",57,"38 jam","082245593648","74","7403",2021-07-25 22:17:26,"Non COVID-19"
"206","RS Tk. II Prof. dr. J. A. Latumeten","Jl. Dr. Tamaela No. 2 Ambon",6,"12 jam",2,"12 jam",19,"13 jam","hotline tidak tersedia","81","8171",2021-07-25 22:17:26,"Non COVID-19"
"207","RSKD Provinsi Maluku","Jl. Laksdya Leo Wattimena Ambon",3,NA,3,NA,51,"14 jam","hotline tidak tersedia","81","8171",2021-07-25 22:17:26,"Non COVID-19"
"208","RS Siloam Ambon","Jl. Sultan Hasanuddin RT. 005 RW. 005 Kel. Hative kecil Kec. Sirimau",7,"40 jam",NA,NA,NA,NA,"09113811900","81","8171",2021-07-25 22:17:26,"Non COVID-19"
"209","RS Tk. II Dr. R. Hardjanto","Jl. Tanjungpura VI Balikpapan",5,"13 jam",10,"13 jam",26,"13 jam","0542414333","64","6471",2021-07-25 22:17:26,"Non COVID-19"
"210","RS Umum Daerah Beriman","Jl. Mayjend Sutoyo Rt 01 No. 30 Gn Sari Ulu",NA,NA,NA,NA,NA,NA,"0542792022","64","6471",2021-07-25 22:17:26,"Non COVID-19"
"211","RS Umum Daerah  Dr. Zainoel Abidin","Jl. Tgk Daud Beureueh, NO. 108 B. Aceh",63,"27 menit",78,"27 menit",206,"27 menit","065134571","11","1171",2021-07-25 22:17:27,"Non COVID-19"
"212","RS Bhayangkara Banda Aceh","Jl. Cut Nyak Dhien No. 23, Lamteumen Barat Banda Aceh",102,NA,206,NA,336,NA,"065141470","11","1171",2021-07-25 22:17:27,"Non COVID-19"
"213","RS Umum Daerah Dr H Abdul Moeloek","Jl. Dr. Rivai 6,Penengahan B.Lampung",24,"1 menit",48,"kurang dari 1 menit",123,"kurang dari 1 menit","0721703312","18","1871",2021-07-25 22:17:27,"Non COVID-19"
"214","RS Ibu dan Anak Restu Bunda","Jl. KH. Hasyim Ashari No.73, Teluk Betung",7,NA,8,NA,14,NA,"0895606099815","18","1871",2021-07-25 22:17:27,"Non COVID-19"
"215","RS Ibu dan Anak Santa Anna","Jl.Hasanuddin no.27 Telukbetung",6,"16 jam",3,"16 jam",8,"16 jam","081278947422","18","1871",2021-07-25 22:17:27,"Non COVID-19"
"216","RS Umum Pusat Dr. Hasan Sadikin","Jl. Pasteur No. 38 Bandung",43,"1 menit",40,"1 menit",175,"1 menit","0222551189","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"217","RS Umum Immanuel Bandung","Jl. Kopo 161 Bandung",3,NA,31,NA,29,NA,"081312620066","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"218","RS Umum Santo Yusup","Jl. Cikutra No. 7 Kota Bandung",14,NA,12,NA,3,NA,"0227202420","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"219","RS Umum Muhammadiyah","Jl. K.H. Ahmad Dahlan No.53 Bandung",11,NA,34,NA,33,NA,"0227301062","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"220","RS Umum Bungsu","Jl. Veteran No. 6 Bandung",4,NA,8,NA,21,"14 jam","0224231695","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"221","RS Ibu dan Anak Limijati","Jl. LLRE. Martadinata No. 39 Kota Bandung",4,NA,9,NA,3,NA,"0224207770 ","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"222","RS Khusus Mata Cicendo","Jl. Cicendo No.4 Bandung",23,"17 menit",12,"17 menit",31,"17 menit","0224231280","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"223","RS Paru Dr. H. A. Rotinsulu","Jl. Bukit Jarian No. 40 Bandung",NA,NA,3,"kurang dari 1 menit",NA,NA,"022-203446 Ext. 225","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"224","RS Ibu dan Anak Kota Bandung","Jl. KH. Wahid Hasyim No. 311 Bandung",6,NA,27,NA,41,NA,"02286037777","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"225","RS Umum Daerah Kota Bandung","Jl. Rumah Sakit 22 Ujung Berung, Kota Bandung",NA,NA,10,"14 jam",6,"14 jam","0227800017","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"226","RS Umum Al-Islam Bandung","Jl. Soekarno. Hatta 644 Bandung",1,"13 jam",6,"13 jam",5,"13 jam","082213745569","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"227","RS Umum Santosa Hospital Bandung Central","Jl. Kebon Jati No.38,Bandung",12,NA,9,NA,24,NA,"087822773207","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"228","RS Ibu dan Anak Melinda ","Jl. Pajajaran No.46 Kel Pasirkaliki, Kec. Cicendo, Kota Bandung",0,NA,3,NA,3,NA,"0224222788","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"229","RS Ibu dan Anak Harapan Bunda Bandung","Jl. Pluto Raya Blok C Margahayu Raya, Buah Batu, Kota Bandung",7,"4 jam",9,"4 jam",4,"28 jam","0227506490","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"230","RS Ibu dan Anak Al Islam ","Jl. Awibitung No. 29-31 Kelurahan Cicadas Kecamatan Cibeunying Kidul ",2,"34 jam",3,"4 jam",7,"3 jam","0227208284","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"231","RS Edelweiss","Jl. Soekarno Hatta No. 550 Kel. Sekejati Kec. Buahbatu",8,NA,17,NA,14,NA,"02286023000","32","3273",2021-07-25 22:17:27,"Non COVID-19"
"232","RS Umum Daerah Banjar","  Jl. Rumah Sakit No. 5 Kota Banjar",NA,NA,NA,NA,111,NA,"0265744242","32","3279",2021-07-25 22:17:27,"Non COVID-19"
"233","RS Umum Mitra Idaman","Jl. Sudiro W No.57 Kota Banjar",7,NA,7,NA,13,NA,"hotline tidak tersedia","32","3279",2021-07-25 22:17:27,"Non COVID-19"
"234","RS Umum Daerah Ulin Banjarmasin","Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan",87,"18 jam",10,"38 jam",197,"38 jam","05113252180","63","6371",2021-07-25 22:17:28,"Non COVID-19"
"235","RS Umum Suaka Insan","Jl. H. Zafri Zamzam 60 Banjarmasin",1,"35 jam",35,"12 jam",7,"35 jam","05113353335","63","6371",2021-07-25 22:17:28,"Non COVID-19"
"236","RS Islam Banjarmasin","Jl. Letjend S. Parman No. 88, Banjarmasin",6,NA,19,NA,7,NA,"05113354896","63","6371",2021-07-25 22:17:28,"Non COVID-19"
"237","RS Umum Daerah Dr. H. Moch. Ansari Saleh","Jl Brigjend H. Hasan Basry No.1, Banjarmasin",23,NA,37,"19 jam",39,NA,"081348034332","63","6371",2021-07-25 22:17:28,"Non COVID-19"
"238","RS Umum Sari Mulia","Jl. Pangeran Antasari No 139 Banjarmasin",8,"36 jam",4,"36 jam",11,"36 jam","05113261491","63","6371",2021-07-25 22:17:28,"Non COVID-19"
"239","RS Umum Daerah Sultan Suriansyah Banjarmasin","Jl. Rantauan Darat RT. 04 RW. 01 Kel. Kelayan Selatan, Kec. Banjarmasin Selatan",NA,NA,NA,NA,18,"34 jam","05116783707","63","6371",2021-07-25 22:17:28,"Non COVID-19"
"240","RS Baptis Batu","Jln. Raya Panglima Sudirman No. 33 Desa Tlekung Kec. Junrejo Kota Batu",6,"12 jam",16,"12 jam",21,"12 jam","0341594161","35","3579",2021-07-25 22:17:28,"Non COVID-19"
"241","RS Umum Daerah dr. Chasbullah Abdulmadjid","Jl. Pramuka No. 55 Bekasi",NA,NA,NA,NA,16,"41 jam","02188951312","32","3275",2021-07-25 22:17:29,"Non COVID-19"
"242","RS Umum Pondok Gede","Jl. Raya Jatiwaringin 1 RT 01 RW 11 Kel. Jatiwaringin Kec. Pondok gede",NA,NA,0,"12 jam",0,"12 jam","085213529991","32","3275",2021-07-25 22:17:29,"Non COVID-19"
"243","RS Umum Bella","Jl. Ir. H .Juanda No. 141, Bekasi",8,NA,6,NA,4,NA,"0218801778","32","3275",2021-07-25 22:17:29,"Non COVID-19"
"244","RS Umum Ummi","Jln. Hibrida Raya No. 01 RT 23 RW 08",21,NA,5,NA,11,"2 jam","073624832","17","1771",2021-07-25 22:17:29,"Non COVID-19"
"245","RS Umum Bidadari","Jl Perintis Kemerdekaan No. 174",27,NA,48,NA,23,NA,"085260987773","12","1276",2021-07-25 22:17:29,"Non COVID-19"
"246","RS Katolik Budi Rahayu","Jl. Jend. A. Yani 18 Kota Blitar",14,NA,27,NA,13,NA,"0342801066","35","3572",2021-07-25 22:17:30,"Non COVID-19"
"247","RS Umum Syuhada Haji","Jl. Tanjung No.158 Pakunden Kota Blitar",2,"37 jam",18,"37 jam",12,"37 jam","0342801607","35","3572",2021-07-25 22:17:30,"Non COVID-19"
"248","RS Umum Aminah","Jl.Veteran No.39 Kelurahan Kepanjen Kidul Kota Blitar",10,NA,14,NA,20,"1 menit","0342816304","35","3572",2021-07-25 22:17:30,"Non COVID-19"
"249","RS Islam Aminah","Jl. Kenari No. 54 Blitar",8,NA,11,NA,34,NA,"0342801662","35","3572",2021-07-25 22:17:30,"Non COVID-19"
"250","RS Umum Ummi","Jl. Empang II No. 2 Bogor Selatan Kota Bogor",2,NA,3,NA,15,NA,"087827036712 ","32","3271",2021-07-25 22:17:30,"Non COVID-19"
"251","RS Ibu dan Anak Sawojajar","Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor",2,"14 jam",3,"14 jam",13,"14 jam","087778324371","32","3271",2021-07-25 22:17:30,"Non COVID-19"
"252","RS Umum Siloam Hospitals Bogor","Jl. Pajajaran No. 27 Bogor Tengah, Kota Bogor",14,"12 jam",NA,NA,23,"12 jam","02518303900","32","3271",2021-07-25 22:17:30,"Non COVID-19"
"253","RS Umum Daerah Kota Bogor"," Jl. Dr. Sumeru 120 Kota Bogor",32,"14 jam",13,"14 jam",55,"14 jam","02518312292","32","3271",2021-07-25 22:17:30,"Non COVID-19"
"254","RS Umum Hermina Bogor","Jl. Ring Road I Kav. 23,25,27 Perum Taman Yasmin Bogor",18,"14 jam",21,"14 jam",12,"14 jam","02518382525","32","3271",2021-07-25 22:17:30,"Non COVID-19"
"255","RS Umum Melania","Jl. Pahlawan No.91, Kota Bogor",11,NA,11,"11 jam",16,"11 jam","02518321196","32","3271",2021-07-25 22:17:30,"Non COVID-19"
"256","RS Umum Mulia Pajajaran","Jl. Raya Pajajaran No. 98, Bantarjati - Bogor Utara, Kota Bogor",13,"11 jam",21,"11 jam",10,"11 jam","081288015167","32","3271",2021-07-25 22:17:30,"Non COVID-19"
"257","RS Islam Bontang","Jl. Brigjen Katamso No.40",13,"kurang dari 1 menit",11,"kurang dari 1 menit",5,"kurang dari 1 menit","054820003","64","6474",2021-07-25 22:17:30,"Non COVID-19"
"258","RS Umum Ibnu Sina Bukittinggi","Jl. Batang Agam, Belakang Balok ",15,"3 jam",13,"3 jam",38,"3 jam","075221185","13","1375",2021-07-25 22:17:30,"Non COVID-19"
"259","RS Umum Daerah Kota Cilegon","Jl. Kapten P. Tendean Km.3 Cilegon",4,"33 jam",6,"33 jam",16,"33 jam","08159859244","36","3672",2021-07-25 22:17:30,"Non COVID-19"
"260","RS Kurnia","Jl. Jombang Masjid No.4, Cilegon",27,"5 menit",24,"5 menit",36,"5 menit","087885829059","36","3672",2021-07-25 22:17:30,"Non COVID-19"
"261","RS Umum Avisena","Jl. Melong 170 Kelurahan. Melong Kecamatan. Cimahi Selatan",11,"37 jam",12,"37 jam",25,"37 jam","0226000830","32","3277",2021-07-25 22:17:30,"Non COVID-19"
"262","RS Umum Kasih Bunda","Jl. Mahar Martanegara No.166 Kel. Baros Kec. Cimahi Tengah",8,NA,10,NA,25,NA,"0226631999","32","3277",2021-07-25 22:17:30,"Non COVID-19"
"263","RS Umum Baros","Jl. Raya Baros E46 RT. 01 RW. 15 Kel. Baros Kec. Cimahi Tengah",NA,NA,NA,NA,24,"35 jam","hotline tidak tersedia","32","3277",2021-07-25 22:17:30,"Non COVID-19"
"264","RS Umum Putera Bahagia","Jl. Ciremai Raya No 114 Perumnas Cirebon",2,"36 jam",3,"36 jam",5,"36 jam","02314990900","32","3274",2021-07-25 22:17:30,"Non COVID-19"
"265","RS Umum Sumber Kasih","Jl. Siliwangi No.135 Cirebon",10,"38 jam",4,"38 jam",6,"38 jam","0231203815","32","3274",2021-07-25 22:17:30,"Non COVID-19"
"266","RS Umum Medimas","Jl. Evakuasi No. 116 Cirebon",4,"38 jam",11,"38 jam",10,NA,"02328801282","32","3274",2021-07-25 22:17:30,"Non COVID-19"
"267","RSUP Sanglah","Jl. Diponegoro Denpasar Bali",22,"20 menit",45,"20 menit",95,"20 menit","0361226363","51","5171",2021-07-25 22:17:31,"Non COVID-19"
