"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"133","RS Umum Daerah Fakfak","Jl. Jend Sudirman Fak Fak",9,"12 jam",7,"12 jam",36,"12 jam","082199455159","91","9101",2021-07-21 20:23:56,"Non COVID-19"
"134","RS Umum Annisa Queen","Jln. Jenderal Sudirman No 208 Desa Suci Kaler Kecamatan Karangpawitan Kab. Garut",3,NA,1,NA,4,NA,"02624892700","32","3205",2021-07-21 20:23:56,"Non COVID-19"
"135","RS Medina","Jl. Raya Wanaraja No. 500 RT. 004 RW. 008 Desa Cinunuk Kec. Wanaraja",0,NA,0,NA,9,NA,"hotline tidak tersedia","32","3205",2021-07-21 20:23:56,"Non COVID-19"
"136","RS Umum Muhammad Ali Kasim","Jl.Pangur-Sangir, Kec Dabun Gelang",10,NA,NA,NA,33,NA,"081360082884","11","1113",2021-07-21 20:23:57,"Non COVID-19"
"137","RS Umum Daerah Sanjiwani Gianyar","    Jl. Ciung Wenara No.2 Gianyar",10,NA,10,"13 jam",3,NA,"0361943524","51","5104",2021-07-21 20:23:57,"Non COVID-19"
"138","RS Umum Premagana","Jl. Hyang Sangsi No.2 Komp.Perumahan Chandra Ayu Br. Tubuh,Batubulan,Sukawati - Gianyar",7,"13 jam",0,"13 jam",6,"13 jam","0361296389","51","5104",2021-07-21 20:23:57,"Non COVID-19"
"139","RS Umum Ari Canti","Jl. Raya Mas Ubud, Kab.Gianyar",9,NA,15,NA,27,NA,"0361974573","51","5104",2021-07-21 20:23:57,"Non COVID-19"
"140","RS Umum Famili Husada","Jl. Astina Timur No. 8A Samplangan, Kecamatan Gianyar, Kabupaten Gianyar",11,NA,2,NA,6,NA,"03618493344","51","5104",2021-07-21 20:23:57,"Non COVID-19"
"141","RS Umum Kasih Ibu Saba","Jl. Raya Pantai Saba No. 9, Saba, Blahbatuh, Gianyar (80581)",2,"13 jam",6,"13 jam",12,"13 jam","03613003333","51","5104",2021-07-21 20:23:57,"Non COVID-19"
"142","RS Umum Payangan","Jl. Giri Kesuma BR. Melinggih Payangan Gianyar 80572",2,NA,9,NA,10,NA,"03619088087","51","5104",2021-07-21 20:23:57,"Non COVID-19"
"143","RS Umum Yapika","Jl. Abdul Kadir Dg. Suro No.140 Kel. Samata Kec. Somba Opu",14,NA,43,NA,30,NA,"hotline tidak tersedia","73","7306",2021-07-21 20:23:57,"Non COVID-19"
"144","RS Umum Daerah Ibnu Sina Kab. Gresik","Jl. Dr. Wahidin Sudirohusodo No. 243B Gresik",18,"1 jam",30,"1 jam",45,"1 jam","0313951239","35","3525",2021-07-21 20:23:58,"Non COVID-19"
"145","RS Semen Gresik","Jl. R A Kartini No. 280 Kel. Tlogopatut Kec. Gresik, Kab. Gresik",28,"19 jam",18,"19 jam",27,"19 jam","0313987840","35","3525",2021-07-21 20:23:58,"Non COVID-19"
"146","RS Petrokimia Gresik","Jl. Jend. A. Yani No. 69 Kel. Ngipik, Kec. Ngipik, Kab. Gresik",0,NA,0,NA,8,NA,"0313978658","35","3525",2021-07-21 20:23:58,"Non COVID-19"
"147","RS Muhammadiyah Gresik","Jl. KH. Kholil 88, Kel. Kemuteran, Kec. Gresik",0,NA,0,NA,0,NA,"0313981275","35","3525",2021-07-21 20:23:58,"Non COVID-19"
"148","RS Umum Wali Songo I","Jl. Raya Balongpanggang - Mojokerto Km 4 Kec. Balongpanggang",2,NA,4,NA,16,NA,"0317922662","35","3525",2021-07-21 20:23:58,"Non COVID-19"
"149","RS Fathma Medika","JL. PENDOPO NO. 45, SEMBAYAT, MANYAR",2,"11 jam",7,"11 jam",10,"11 jam","0313943500","35","3525",2021-07-21 20:23:58,"Non COVID-19"
"150","RS Umum Daerah Dr. R.Soedjati Soemodiardjo"," Jl. D.I Panjaitan 36,Purwodadi - Grobogan 58111",7,"5 jam",8,"5 jam",16,"5 jam","0292424025","33","3315",2021-07-21 20:23:58,"Non COVID-19"
"151","RS Umum Panti Rahayu","Jl. R Suprapto No.6,Purwodadi",51,NA,24,NA,28,NA,"0292421087","33","3315",2021-07-21 20:23:58,"Non COVID-19"
"152","RS Umum Daerah Wonosari","Jl Taman Bakti No. 06 Wonosari",5,"8 menit",11,"8 menit",40,"8 menit","0274391007","34","3403",2021-07-21 20:23:58,"Non COVID-19"
"153","RS Umum Panti Rahayu","Jl Wonosari-Ponjong Km 7 Kelor Karangmojo Gunungkidul",1,NA,3,NA,16,NA,"02742901454","34","3403",2021-07-21 20:23:58,"Non COVID-19"
"154","RS Umum PKU Muhammadiyah Wonosari","Jalan Lingkar Utara Kemorosari II, Piyaman Wonosari Gunungkidul DIY",4,"8 menit",6,NA,8,"8 menit","hotline tidak tersedia","34","3403",2021-07-21 20:23:58,"Non COVID-19"
"155","RS Bethesda Wonosari","Jl. Wonosari Karangmojo Selang III Selang Wonosari Gunung Kidul",5,"42 jam",3,"42 jam",9,"42 jam","0274394549","34","3403",2021-07-21 20:23:58,"Non COVID-19"
"156","RS Umum Daerah Kuala Kurun","    Jl. Jend. A. Yani No.43 Kuala Kurun Kalimantan Tengah",2,"11 jam",7,"11 jam",20,"11 jam","053731545","62","6211",2021-07-21 20:23:58,"Non COVID-19"
"157","RS Umum Daerah Jailolo","Jl.Ir. Soekarno Ds. Acango-Jailolo,Halmahera Barat",NA,NA,NA,NA,71,"10 jam","092221070","82","8201",2021-07-21 20:23:58,"Non COVID-19"
"158","RS Umum Daerah  H Damanhuri Barabai","        Jl. Murakata No. 4 Barabai",24,NA,55,NA,68,NA,"085249808800","63","6307",2021-07-21 20:23:59,"Non COVID-19"
"159","RS Ibu dan Anak  Safira","Jl Sudirman No.79 Air Molek",10,NA,8,NA,6,NA,"0769442549","14","1402",2021-07-21 20:24:00,"Non COVID-19"
"160","RS Umum MM Indramayu","Jl. Let.Jend Soeprapto No. 292 Indramayu",2,"12 jam",NA,NA,NA,NA,"0234277634","32","3212",2021-07-21 20:24:00,"Non COVID-19"
"161","RS Umum Pertamina Balongan Indramayu","Jl. Bumi Patra No. 1 Komplek Perum Pertamina Indramayu.",NA,NA,NA,NA,NA,NA,"08112288545","32","3212",2021-07-21 20:24:00,"Non COVID-19"
"162","RS Umum Daerah Mursid Ibnu Syafiuddin","Jl. Raya Krangkeng Km. 28 Kecamatan Krangkeng",NA,NA,NA,NA,13,NA,"081294060900","32","3212",2021-07-21 20:24:00,"Non COVID-19"
"163","RS Syahid Al Irsyad","Jl. Jendral Sudirman No. 240",NA,NA,1,"10 jam",NA,NA,"081313113797","32","3212",2021-07-21 20:24:00,"Non COVID-19"
"164","RS Mitra Plumbon Indramayu","Jl. By Pass Jalan Baru Desa Ujungaris Kec. Widasari Kab. Indramayu",5,"18 jam",25,"18 jam",27,"18 jam","02347142333","32","3212",2021-07-21 20:24:00,"Non COVID-19"
"165","RS Umum Daerah Dr. Soebandi","Jl. Dr. Soebandi No.124, Jember",10,NA,19,NA,86,NA,"0331487441","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"166","RS Perkebunan PTPN X (Persero) Jember","Jl. Bedadung No.2 ",6,NA,2,NA,5,NA,"08113510033","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"167","RS Tk. III Baladhika Husada Jember","Jl. PB Sudirman No. 45 Jember",10,"13 jam",3,"13 jam",6,"13 jam","0331484674","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"168","RS Paru Jember","Jl. Nusa Indah No. 28 Jember",7,"12 jam",10,"12 jam",13,"12 jam","0331411781","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"169","RS Utama Husada Jember","Jl. Manggar No.134 Tegalsari, Ambulu Jember",5,NA,NA,NA,30,NA,"0336881186","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"170","RS Gigi dan Mulut Fakultas Kedokteran Gigi Jember","Jl. Kalimantan No. 37 Jember",4,NA,NA,NA,NA,NA,"0331325041","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"171","RS Daerah Kalisat Jember"," Jl. M.H.Thamrin No.31 Kalisat Jember",NA,NA,5,NA,16,NA,"0331593997","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"172","RS Daerah Balung Jember","Jl. Rambipuji nomor 19, Balung Jember",9,"11 jam",21,"11 jam",24,"11 jam","0336621595","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"173","RS Bina Sehat Jember","Jl. Jayanegara 7 Kaliwates Jember",28,"24 menit",23,"24 menit",24,"24 menit","0331422701","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"174","RS Umum Citra Husada Jember","jl. Teratai No. 22 Jember",11,NA,30,NA,16,NA,"0331486200","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"175","RS Ibu dan Anak Srikandi IBI Jember","Jl. KH Agus Salim No. 20",6,NA,10,"12 jam",7,"12 jam","0331335290","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"176","RS Kaliwates Jember","Jl. Diah Pitaloka Nomor 4 Jember",0,NA,8,"13 jam",28,"13 jam","0331483505","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"177","RS Siloam Jember","Jl. Gajah Mada 104 Kelurahan Jember Kidul Kecamatan Kaliwates",15,"13 jam",15,"13 jam",24,"13 jam","03312861900","35","3509",2021-07-21 20:24:01,"Non COVID-19"
"178","RS Umum Daerah Lanto Daeng Pasewang","     Jl.lingkar Kel.Empong Selatan No.8 ",23,"11 jam",8,"11 jam",26,"11 jam","hotline tidak tersedia","73","7304",2021-07-21 20:24:01,"Non COVID-19"
"179","RS Umum Daerah Kelet Provinsi Jawa Tengah","Jl. Raya Kelet KM 33 Jepara",7,"2 jam",22,"2 jam",78,"2 jam","0291597002","33","3320",2021-07-21 20:24:01,"Non COVID-19"
"180","RS Umum Islam Jombang","Jl. Brig. Kretarto 22 A Jombang",9,NA,4,NA,13,"10 jam","0321860074","35","3517",2021-07-21 20:24:01,"Non COVID-19"
"181","RS Al-Azis","Jl Raya Tembelang, Kec. Tembelang Kab. Jombang",1,"10 jam",3,NA,10,NA,"0321853757","35","3517",2021-07-21 20:24:01,"Non COVID-19"
"182","RS Umum Daerah Dr. H. Soemarno Sosroaatmojo","Jl. Tambun Bungai  No. 16 Kuala Kapuas",3,"kurang dari 1 menit",13,"kurang dari 1 menit",30,"kurang dari 1 menit","051321653","62","6203",2021-07-21 20:24:01,"Non COVID-19"
"183","RS Umum Daerah dr. A. Diponegoro Putussibau","Jl. Kom Yos Sudarso No.42 Putussibau",NA,NA,44,NA,23,NA,"hotline tidak tersedia","61","6108",2021-07-21 20:24:02,"Non COVID-19"
"184","RS Umum Daerah Karanganyar","Jl. Laksda Yos Sudarso Karanganyar",23,NA,31,"12 jam",34,NA,"0271 495673/495025 ext 118","33","3313",2021-07-21 20:24:02,"Non COVID-19"
"185","RS Umum Jati Husada","Jl. Raya Solo - Tawangmangu KM 10,3 Jati, Jaten",22,NA,20,NA,14,"12 jam","0271821910","33","3313",2021-07-21 20:24:02,"Non COVID-19"
"186","RS Umum Mojosongo 2","Jln. Nusa Indah , Randurejo, Ngringo, Jaten",4,NA,7,NA,8,NA,"0271822152 ","33","3313",2021-07-21 20:24:02,"Non COVID-19"
"187","RS Umum Daerah Karawang"," Jl. Galuh Mas Raya No.1, Sukaharja, Teluk Jambe, Karawang",7,NA,23,NA,35,NA,"0267640118","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"188","RS Umum Bayukarta","Jl. Kertabumi No.44 Karawang",11,NA,5,NA,15,NA,"0267401817","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"189","RS Umum Karya Husada","Jl. Jend. A.Yani No.98 Cikampek Karawang",0,NA,16,NA,9,"9 jam","081381817189","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"190","RS Umum Saraswati","Jl. Jend. Ahmad Yani No.27, Cikampek, Kab. Karawang",10,NA,9,NA,23,NA,"081296078669","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"191","RS Umum Delima Asih Sisma Medika","Jl. Wirasaba No.54, Johar - Karawang",3,"13 jam",11,"13 jam",14,"13 jam","0267403073","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"192","RS Umum Citra Sari Husada","Jl. Raya Kosambi -Telaga Sari Km.3 Klari, Karawang ",0,NA,17,"kurang dari 1 menit",10,NA,"02678617972","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"193","RS Khusus Paru Kabupaten Karawang","Jl. Raya Jatisari Desa Jatisari Kec. Jatisari",NA,NA,NA,NA,0,NA,"081398146824","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"194","RS Umum Mitra Family","Jl. Raya Galuh Mas RT/RW 002/005, Desa Sukaharja, Kecamatan Teluk Jambe Timur",3,NA,3,NA,4,NA,"02678458328","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"195","RS Ibu dan Anak Sentul","Jl. A. Yani No 16 Sentul Cikampek Karawang",4,"10 jam",7,"10 jam",11,"10 jam","02648389060","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"196","RS Hermina Karawang","Jl. Tuparev Sukasari Kel. Karawang Wetan Kec. Karawang Timur Karawang",4,NA,12,NA,18,NA,"02678412525","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"197","RS Primaya Karawang","Jl. Arteri Galuh Mas Kav. Komersial Galuh Mas Blok 10, Desa Puseurjaya Kec. Telukjambe Timur",0,NA,1,NA,0,NA,"02678417777","32","3215",2021-07-21 20:24:02,"Non COVID-19"
"198","RS Umum Efarina Etaham","Jl Djamin Ginting, Berastagi - Desa Raya, Kab. Karo",30,NA,54,NA,30,"12 jam","081360183452","12","1211",2021-07-21 20:24:02,"Non COVID-19"
"199","RS Umum Daerah Sultan Muhammad Jamaludin I","Jl. Provinsi Sukadana, Teluk Batang, Dusun Senebing RT. 03/ RW.1 Desa Harapan Mulia Kecamatan Su",NA,NA,NA,NA,30,"14 jam","05343031475","61","6111",2021-07-21 20:24:03,"Non COVID-19"
"200","RS Umum Daerah dr. Soedirman Kabupaten Kebumen","Jl. Lingkar Selatan, Muktisari Kebumen",23,"12 jam",20,"12 jam",56,"12 jam","02873873318","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"201","RS Umum Permata Medika Kebumen","JL. INDRAKILA NO.17",9,"23 menit",4,"23 menit",0,"23 menit","02873870779","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"202","RS Umum Palang Biru Gombong","Jl. Yos Sudarso Timur Desa Kedungpuji Gombong",16,NA,10,NA,24,NA,"0287471290","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"203","RS Umum Wijayakusuma","Jl. Gelatik No.1 Panjer, Kebumen",1,"38 jam",8,"38 jam",5,"38 jam","0287381954","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"204","RS Umum Purbowangi","Jl. Yos Sudarso Barat No.1 Gombong",0,"13 jam",1,"13 jam",15,"13 jam","0287471080","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"205","RS Umum PKU Muhammadiyah Sruweng","Jl. Raya Sruweng No.5 Sruweng Kebumen",15,"23 menit",16,"23 menit",27,"23 menit","02876601061","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"206","RS Umum Purwogondo"," Jl. Puring Km.8, Kalipurwo Kuwarasan Kebumen ",3,"12 jam",7,"23 menit",7,"12 jam","0287472588","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"207","RS Umum PKU Muhammadiyah Petanahan Kebumen","Jl. Daendels, KM-1, Kec.Petanahan.",2,"21 jam",3,"21 jam",7,"21 jam","02876655285","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"208","RS Umum Muhammadiyah Kutowinangun ","Jl. Pemuda No 12 Kutowinangun",10,"5 jam",NA,NA,4,"3 jam","0287661137","33","3305",2021-07-21 20:24:03,"Non COVID-19"
"209","RS Umum Charlie Hospital","Dusun Balak RT 001 RW 006 Desa Ngabean Kec. Boja Kab. Kendal",13,"13 jam",13,"13 jam",24,"13 jam","02486005000","33","3324",2021-07-21 20:24:03,"Non COVID-19"
"210","RS Umum Daerah Kepahiang","Jl. Lintas Kepahiang-Bengkulu KM 03 Desa Tebat Monok Kepahiang",9,NA,17,NA,79,NA,"081368083882","17","1708",2021-07-21 20:24:04,"Non COVID-19"
"211","RS Umum Daerah  Kabupaten Kepulauan Meranti","Jl Dorak",17,NA,24,NA,35,NA,"085363965633","14","1410",2021-07-21 20:24:04,"Non COVID-19"
"212","RS Umum Liun Kendage"," Jalan Tatehe Kelurahan Apengsembeka Kecamatan Tahuna",11,NA,39,NA,41,NA,"043224410","71","7103",2021-07-21 20:24:04,"Non COVID-19"
"213","RS Umum Daerah Sanana","Jl. Dr. Sibarani - Desa Falahu Kecamatan Sanana Kabupaten Kep. Sula",7,"10 jam",7,"10 jam",20,"10 jam","092921833","82","8203",2021-07-21 20:24:05,"Non COVID-19"
"214","RS Fatima Ketapang","Jl. Jend. Sudirman No.27 Ketapang",28,NA,53,NA,63,"1 menit","085348995208","61","6106",2021-07-21 20:24:05,"Non COVID-19"
"215","RS Umum Pusat Dr. Soeradji Tirtonegoro","Jl. KRT. Suraji Tirtonegoro No.1, Klaten",NA,NA,33,NA,NA,NA,"0272321020","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"216","RS Jiwa Daerah Dr. RM. Soedjarwadi","Jalan Ki Pandanaran Km. 2, Klaten",10,NA,18,NA,49,NA,"0272321435","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"217","RS Umum Islam Klaten","Jl. Raya Klaten Solo KM 4,Klaten",15,"10 jam",15,"10 jam",14,"10 jam","0272322252","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"218","RS Umum Cakra Husada","Jl. Merbabu No. 7,Klaten",12,NA,10,NA,20,NA,"0272321123","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"219","RS Khusus Bedah Diponegoro","Jl. Diponegoro No.21,Klaten",14,NA,7,NA,25,NA,"0272325127","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"220","RS Umum PKU Muhammadiyah Delanggu","Jln Raya Delanggu Utara No 19 Delanggu Klaten",7,NA,10,NA,59,NA,"0272551051","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"221","RS Umum Islam Cawas Klaten","Jl. Raya Tugu-Cawas Klaten ",3,"kurang dari 1 menit",1,"kurang dari 1 menit",1,"kurang dari 1 menit","02723359222","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"222","RS Umum PKU Muhammadiyah Jatinom Klaten","Jl.Raya Jatinom-Klaten KM 01, Gendaren, Jatinom, Klaten",NA,NA,8,"10 jam",41,"10 jam","0272337334","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"223","RS Umum Mitra Keluarga Husada Klaten","Jl.  Raya Pedan - Juwiring Km. 1 Kedungan, Pedan, Klaten",2,"38 jam",3,"38 jam",18,"38 jam","0272898333","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"224","RS Umum Daerah Bagas Waras","  Jalan Ir. Soekarno Km 2 Buntalan Klaten ",6,"13 jam",3,"13 jam",22,"13 jam","0272335966","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"225","RS PKU Muhammadiyah Pedan","Jl. Pedan-Cawas KM. 01 Sobayan Pedan Klaten",6,"12 jam",12,"12 jam",20,"12 jam","0272897796 ","33","3310",2021-07-21 20:24:05,"Non COVID-19"
"226","RS Umum Daerah Klungkung","Jl. Flamboyan No. 40 Semarapura",8,"1 jam",11,"25 jam",25,"25 jam","036621172","51","5105",2021-07-21 20:24:06,"Non COVID-19"
"227","RS Umum Grha Bhakti Medika","Jl. By Pass Prof. Dr. Ida Bagus Mantra Desa Negari Kec. Banjarangkan",NA,NA,NA,NA,26,"18 jam","03665584001","51","5105",2021-07-21 20:24:06,"Non COVID-19"
"228","RS Umum Daerah Konawe","Jl. Pangeran Diponegoro No.301, Konawe",8,"11 jam",32,"11 jam",42,"11 jam","082245593648","74","7403",2021-07-21 20:24:06,"Non COVID-19"
"229","RS Tk. II Prof. dr. J. A. Latumeten","Jl. Dr. Tamaela No. 2 Ambon",7,"13 jam",1,"13 jam",20,"13 jam","hotline tidak tersedia","81","8171",2021-07-21 20:24:07,"Non COVID-19"
"230","RSKD Provinsi Maluku","Jl. Laksdya Leo Wattimena Ambon",3,NA,3,NA,51,"11 jam","hotline tidak tersedia","81","8171",2021-07-21 20:24:07,"Non COVID-19"
"231","RS Tk. II Dr. R. Hardjanto","Jl. Tanjungpura VI Balikpapan",9,"12 jam",13,"12 jam",29,"12 jam","0542414333","64","6471",2021-07-21 20:24:07,"Non COVID-19"
"232","RS Umum Balikpapan Baru","Jl. MT.Haryono Komplek Perumahan Balikpapan Baru Blok A.3A No.7-9",8,"41 jam",10,"40 jam",NA,NA,"0542877330","64","6471",2021-07-21 20:24:07,"Non COVID-19"
"233","RS Medika Utama Manggar","Jl. Mulawarman No. 24 RT. 07 Manggar Baru Balikpapan Timur",NA,NA,4,"18 jam",24,"18 jam","082155489993","64","6471",2021-07-21 20:24:07,"Non COVID-19"
"234","RS Umum Daerah  Dr. Zainoel Abidin","Jl. Tgk Daud Beureueh, NO. 108 B. Aceh",60,"34 menit",76,"34 menit",232,"34 menit","065134571","11","1171",2021-07-21 20:24:07,"Non COVID-19"
"235","RS Tk. II Iskandar Muda Banda Aceh","Jl. T. Hamzah Bendahara No. 1 Banda Aceh",9,"10 jam",5,"10 jam",48,"10 jam","065124712","11","1171",2021-07-21 20:24:07,"Non COVID-19"
"236","RS Jiwa Aceh","Jl. Dr. T. Syarief Thayeb No.25 Banda Aceh",4,"9 jam",8,"9 jam",108,"9 jam","065132020","11","1171",2021-07-21 20:24:07,"Non COVID-19"
"237","RS Ibu dan Anak Propinsi NAD","Jl. Prof. A. Madjid Ibrahim I No. 3 Banda Aceh",8,"4 jam",11,"4 jam",42,"4 jam","081327550520","11","1171",2021-07-21 20:24:07,"Non COVID-19"
"238","RS Bhayangkara Banda Aceh","Jl. Cut Nyak Dhien No. 23, Lamteumen Barat Banda Aceh",102,NA,206,NA,324,NA,"065141470","11","1171",2021-07-21 20:24:07,"Non COVID-19"
"239","RS Umum Daerah Dr H Abdul Moeloek","Jl. Dr. Rivai 6,Penengahan B.Lampung",28,"2 menit",50,"2 menit",123,"2 menit","0721703312","18","1871",2021-07-21 20:24:07,"Non COVID-19"
"240","RS Ibu dan Anak Restu Bunda","Jl. KH. Hasyim Ashari No.73, Teluk Betung",6,NA,7,NA,23,NA,"0895606099815","18","1871",2021-07-21 20:24:07,"Non COVID-19"
"241","RS Umum Pusat Dr. Hasan Sadikin","Jl. Pasteur No. 38 Bandung",41,"8 menit",40,"8 menit",163,"7 menit","0222551189","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"242","RS Umum Immanuel Bandung","Jl. Kopo 161 Bandung",20,NA,19,NA,30,NA,"081312620066","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"243","RS Umum Santo Yusup","Jl. Cikutra No. 7 Kota Bandung",15,NA,12,NA,2,NA,"0227202420","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"244","RS Umum Pindad","Jl. Gatot Soebroto No. 517 Kel. Sukapura Kec. Kiaracondong",5,NA,4,NA,13,NA,"0227322877","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"245","RS Umum Bungsu","Jl. Veteran No. 6 Bandung",4,NA,8,NA,20,"12 jam","0224231695","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"246","RS Ibu dan Anak Limijati","Jl. LLRE. Martadinata No. 39 Kota Bandung",4,NA,9,NA,9,NA,"0224207770 ","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"247","RS Khusus Mata Cicendo","Jl. Cicendo No.4 Bandung",20,"24 menit",13,"24 menit",28,"24 menit","0224231280","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"248","RS Paru Dr. H. A. Rotinsulu","Jl. Bukit Jarian No. 40 Bandung",NA,NA,5,"21 menit",NA,NA,"022-203446 Ext. 225","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"249","RS Ibu dan Anak Kota Bandung","Jl. KH. Wahid Hasyim No. 311 Bandung",9,NA,30,NA,40,NA,"02286037777","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"250","RS Umum Daerah Kota Bandung","Jl. Rumah Sakit 22 Ujung Berung, Kota Bandung",0,"13 jam",7,"13 jam",6,"13 jam","0227800017","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"251","RS Umum Al-Islam Bandung","Jl. Soekarno. Hatta 644 Bandung",4,"12 jam",3,"12 jam",1,"12 jam","082213745569","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"252","RS Umum Santosa Hospital Bandung Central","Jl. Kebon Jati No.38,Bandung",13,NA,12,NA,23,NA,"087822773207","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"253","RS Ibu dan Anak Melinda ","Jl. Pajajaran No.46 Kel Pasirkaliki, Kec. Cicendo, Kota Bandung",0,NA,1,NA,2,NA,"0224222788","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"254","RS Ibu dan Anak Harapan Bunda Bandung","Jl. Pluto Raya Blok C Margahayu Raya, Buah Batu, Kota Bandung",9,"2 jam",10,"3 jam",6,"4 jam","0227506490","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"255","RS Ibu dan Anak Al Islam ","Jl. Awibitung No. 29-31 Kelurahan Cicadas Kecamatan Cibeunying Kidul ",1,"21 jam",1,"1 jam",3,"4 jam","0227208284","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"256","RS Edelweiss","Jl. Soekarno Hatta No. 550 Kel. Sekejati Kec. Buahbatu",9,NA,15,NA,14,NA,"02286023000","32","3273",2021-07-21 20:24:08,"Non COVID-19"
"257","RS Umum Daerah Banjar","  Jl. Rumah Sakit No. 5 Kota Banjar",NA,NA,NA,NA,102,NA,"0265744242","32","3279",2021-07-21 20:24:08,"Non COVID-19"
"258","RS Umum Mitra Idaman","Jl. Sudiro W No.57 Kota Banjar",8,NA,5,NA,13,NA,"hotline tidak tersedia","32","3279",2021-07-21 20:24:08,"Non COVID-19"
"259","RS Umum Daerah Ulin Banjarmasin","Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan",87,"10 jam",10,"10 jam",197,"10 jam","05113252180","63","6371",2021-07-21 20:24:08,"Non COVID-19"
"260","RS Umum Suaka Insan","Jl. H. Zafri Zamzam 60 Banjarmasin",2,"18 jam",19,"18 jam",16,"18 jam","05113353335","63","6371",2021-07-21 20:24:08,"Non COVID-19"
"261","RS Islam Banjarmasin","Jl. Letjend S. Parman No. 88, Banjarmasin",6,NA,18,NA,5,NA,"05113354896","63","6371",2021-07-21 20:24:08,"Non COVID-19"
"262","RS Umum Daerah Dr. H. Moch. Ansari Saleh","Jl Brigjend H. Hasan Basry No.1, Banjarmasin",35,NA,30,"37 jam",39,NA,"081348034332","63","6371",2021-07-21 20:24:08,"Non COVID-19"
"263","RS Umum Sari Mulia","Jl. Pangeran Antasari No 139 Banjarmasin",11,"9 jam",4,"9 jam",7,"9 jam","05113261491","63","6371",2021-07-21 20:24:08,"Non COVID-19"
"264","RS Umum Daerah Sultan Suriansyah Banjarmasin","Jl. Rantauan Darat RT. 04 RW. 01 Kel. Kelayan Selatan, Kec. Banjarmasin Selatan",NA,NA,NA,NA,18,"10 jam","05116783707","63","6371",2021-07-21 20:24:08,"Non COVID-19"
"265","RS Umum Karsa Husada Kota Batu "," Jl. A.Yani No.10-13 Kota Batu ",NA,NA,NA,NA,NA,NA,"0341591036","35","3579",2021-07-21 20:24:09,"Non COVID-19"
